manufacturer,power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,trip_distance(km),month,weekday,day
Volkswagen,85,3.6,3,1,1,1,2,17.9,0,0,52.0,1.1,20.0,8,0,21
Volkswagen,85,11.96,3,0,1,0,3,12.2,0,0,80.0,-4.6,71.0,9,1,18
Volkswagen,85,3.1,3,1,1,1,2,16.2,0,0,51.0,-0.6,19.0,8,2,22
Volkswagen,85,11.35,2,1,0,1,2,16.1,0,1,42.0,-0.7,20.0,1,0,29
Volkswagen,85,16.04,2,0,1,0,2,16.7,0,1,67.0,-0.1,88.0,2,2,14
Volkswagen,85,1.78,2,1,1,1,2,8.9,0,0,41.0,-7.9,20.0,1,0,25
Volkswagen,85,0.12,3,1,0,0,3,12.0,0,0,17.0,-4.8,1.0,9,0,7
Volkswagen,85,1.7,2,1,1,1,2,8.3,0,0,50.0,-8.5,20.0,4,3,20
Volkswagen,85,13.67,3,0,1,0,3,14.2,0,0,85.0,-2.6,71.0,10,0,8
Volkswagen,85,3.68,2,1,1,1,2,18.4,0,0,46.0,1.6,20.0,2,1,7
Volkswagen,85,0.28,3,1,0,0,2,14.4,0,0,25.0,-2.4,2.0,5,1,10
Volkswagen,85,9.93,2,1,0,1,2,19.1,1,0,43.0,2.3,52.0,1,3,1
Volkswagen,85,3.4,3,1,1,1,2,17.1,0,0,54.0,0.3,20.0,7,2,26
Volkswagen,85,1.86,2,1,1,1,3,9.3,0,0,47.0,-7.5,20.0,12,2,9
Volkswagen,85,0.7,2,1,0,0,2,16.7,0,0,15.0,-0.1,4.0,5,5,6
Volkswagen,85,2.07,3,1,1,1,3,9.0,0,0,35.0,-7.8,23.0,7,0,20
Volkswagen,85,0.34,3,1,0,0,3,17.0,0,0,17.0,0.2,2.0,5,2,25
Volkswagen,85,0.5,3,1,0,0,2,12.0,0,0,23.0,-4.8,4.0,6,6,17
Volkswagen,85,12.33,3,0,1,0,3,13.1,0,0,67.0,-3.7,71.0,10,3,11
Volkswagen,85,3.53,3,1,1,1,3,18.6,0,0,42.0,1.8,19.0,9,0,21
Volkswagen,85,5.29,2,1,1,1,2,14.7,0,1,25.0,-2.1,36.0,11,5,14
Volkswagen,85,1.4,3,1,1,1,2,6.7,0,0,38.0,-10.1,21.0,7,0,4
Volkswagen,85,3.82,3,1,1,1,2,19.1,0,1,40.0,2.3,20.0,9,1,29
Volkswagen,85,0.2,3,1,0,0,2,12.3,0,0,20.0,-4.5,2.0,9,6,10
Volkswagen,85,12.2,2,0,1,0,1,19.2,0,1,59.0,2.4,72.0,11,6,26
Volkswagen,85,0.3,2,1,0,0,2,16.3,0,0,27.0,-0.5,2.0,1,1,16
Volkswagen,85,3.46,2,1,1,1,2,9.9,0,1,28.0,-6.9,35.0,10,4,23
Volkswagen,85,3.4,2,1,1,1,2,16.9,0,0,45.0,0.1,20.0,3,3,30
Volkswagen,85,3.56,3,1,1,1,3,17.6,0,0,48.0,0.8,20.0,10,2,7
Volkswagen,85,13.07,2,0,1,0,3,15.2,1,1,58.0,-1.6,86.0,12,5,31
Volkswagen,85,2.18,3,1,1,1,2,9.1,0,0,37.0,-7.7,24.0,5,1,5
Volkswagen,85,6.3,3,1,0,1,2,13.8,0,0,50.0,-3.0,46.0,10,5,14
Volkswagen,85,10.08,2,1,1,1,2,14.4,0,0,53.0,-2.4,70.0,1,6,10
Volkswagen,85,0.6,2,1,0,0,2,11.5,0,0,17.0,-5.3,5.0,12,6,10
Volkswagen,85,16.66,2,0,1,0,2,14.1,0,1,76.0,-2.7,81.0,12,4,15
Volkswagen,85,3.94,3,0,1,1,3,13.7,1,0,46.8038038038038,-3.1,58.0,8,0,21
Volkswagen,85,1.12,3,1,1,0,2,9.4,0,0,37.0,-7.4,12.0,9,2,2
Volkswagen,85,17.65,3,0,1,0,2,14.7,0,0,66.0,-2.1,86.0,4,3,26
Volkswagen,85,3.6,2,1,1,1,2,17.9,0,0,50.0,1.1,20.0,3,0,20
Volkswagen,85,0.6,2,1,0,0,2,14.8,0,0,21.0,-2.0,4.0,11,4,23
Volkswagen,85,1.58,3,1,1,1,2,7.9,0,0,43.0,-8.9,20.0,8,3,20
Volkswagen,85,0.9,3,1,0,0,2,11.4,0,0,29.0,-5.4,8.0,5,6,27
Volkswagen,85,4.0,2,1,1,1,3,20.0,0,0,36.0,3.2,20.0,3,2,25
Volkswagen,85,4.01,3,1,0,1,2,11.8,0,0,32.0,-5.0,34.0,10,6,4
Volkswagen,85,1.54,3,1,1,1,2,7.7,0,0,45.0,-9.1,20.0,8,0,24
Volkswagen,85,9.4,3,0,1,0,2,13.7,0,1,64.0,-3.1,86.0,10,5,21
Volkswagen,85,3.2,3,1,0,1,2,10.8,0,0,38.0,-6.0,30.0,7,5,28
Volkswagen,85,1.19,2,1,0,0,2,14.9,0,0,20.0,-1.9,8.0,1,2,27
Volkswagen,85,1.4,3,1,1,1,2,7.3,0,0,52.0,-9.5,19.0,7,4,27
Volkswagen,85,2.15,2,1,1,1,3,9.8,1,0,44.0,-7.0,22.0,1,1,5
Volkswagen,85,3.7,2,1,1,1,2,18.5,0,0,51.0,1.7,20.0,1,0,8
Volkswagen,85,3.6,3,1,1,1,3,18.0,0,0,44.0,1.2,20.0,4,2,13
Volkswagen,85,14.52,3,0,1,1,3,12.1,1,0,73.0,-4.7,104.0,8,4,18
Volkswagen,85,10.41,3,0,1,0,3,11.1,0,0,75.0,-5.7,72.0,8,2,1
Volkswagen,85,0.65,3,1,0,0,3,16.3,0,0,24.0,-0.5,4.0,4,6,24
Volkswagen,85,3.5,3,1,1,1,2,17.5,0,0,47.0,0.7,20.0,7,3,13
Volkswagen,85,0.35,2,1,0,0,3,17.8,0,0,16.0,1.0,2.0,11,2,2
Volkswagen,85,3.82,2,1,1,1,2,19.1,0,0,50.0,2.3,20.0,2,2,3
Volkswagen,85,18.2,2,0,1,1,2,16.1,0,1,71.0,-0.7,116.0,11,6,26
Volkswagen,85,11.93,2,1,0,1,3,18.8,0,1,33.0,2.0,14.0,12,1,25
Volkswagen,85,3.4,3,1,1,1,2,17.0,0,0,52.0,0.2,20.0,8,4,11
Volkswagen,85,2.71,2,0,1,0,2,16.2,0,1,72.0,-0.6,46.0,12,3,7
Volkswagen,85,3.4,3,1,1,1,2,17.7,0,0,49.0,0.9,19.0,6,4,22
Volkswagen,85,3.8,3,0,1,0,2,12.0,0,0,77.0,-4.8,81.0,10,3,12
Volkswagen,85,1.5,3,1,0,1,2,7.1,0,0,52.0,-9.7,21.0,5,1,22
Volkswagen,85,3.54,2,1,0,0,3,11.8,0,1,33.0,-5.0,30.0,10,6,25
Volkswagen,85,4.42,2,0,1,0,2,17.4,0,1,74.0,0.6,46.0,11,1,28
Volkswagen,85,10.6,3,0,1,0,3,15.4,0,0,97.0,-1.4,56.0,5,4,18
Volkswagen,85,3.8,2,1,1,1,2,18.8,0,0,45.0,2.0,20.0,11,2,29
Volkswagen,85,2.32,3,1,1,1,1,11.6,0,0,33.0,-5.2,20.0,6,4,19
Volkswagen,85,4.09,2,0,1,0,1,16.4,0,0,92.0,-0.4,87.0,4,4,6
Volkswagen,85,1.1,2,1,0,0,3,13.8,0,0,43.0,-3.0,8.0,12,2,16
Volkswagen,85,1.4,2,1,0,1,2,17.5,0,0,30.0,0.7,8.0,2,5,6
Volkswagen,85,7.69,3,0,1,0,3,13.5,0,1,55.0,-3.3,57.0,10,6,11
Volkswagen,85,8.0,3,1,0,1,2,11.6,0,0,48.0,-5.2,69.0,10,5,28
Volkswagen,85,0.68,3,1,0,0,2,13.5,0,0,15.0,-3.3,5.0,5,5,23
Volkswagen,85,3.64,3,1,1,1,3,18.2,0,0,47.0,1.4,20.0,6,1,21
Volkswagen,85,13.77,3,0,1,0,1,14.6,0,0,81.0,-2.2,71.0,8,1,28
Volkswagen,85,1.53,3,1,1,1,2,7.3,0,0,59.0,-9.5,21.0,6,1,30
Volkswagen,85,4.3,2,1,1,1,2,21.5,1,0,52.0,4.7,20.0,1,2,21
Volkswagen,85,1.4,3,1,0,1,2,6.6,0,0,46.0,-10.2,21.0,7,1,3
Volkswagen,85,3.6,3,1,1,1,2,18.1,0,0,45.0,1.3,20.0,9,0,11
Volkswagen,85,3.4,3,1,1,1,2,17.1,0,0,47.0,0.3,20.0,8,2,9
Volkswagen,85,0.58,2,1,0,0,3,14.7,0,0,24.0,-2.1,4.0,12,6,18
Volkswagen,85,1.6,3,1,0,1,2,7.7,0,0,44.0,-9.1,21.0,6,1,12
Volkswagen,85,3.5,2,1,1,1,2,17.5,0,0,49.0,0.7,20.0,10,4,26
Volkswagen,85,3.76,2,1,1,1,3,18.8,0,0,52.0,2.0,20.0,3,3,26
Volkswagen,85,1.62,3,1,1,1,2,8.1,0,0,49.0,-8.7,20.0,4,2,29
Volkswagen,85,4.0,2,1,1,1,2,19.9,0,0,52.0,3.1,20.0,5,1,9
Volkswagen,85,3.42,3,1,1,1,2,17.1,0,0,51.0,0.3,20.0,7,1,5
Volkswagen,85,0.33,2,1,1,1,3,16.7,0,0,21.0,-0.1,2.0,3,5,28
Volkswagen,85,0.4,2,1,0,0,2,13.7,0,0,22.0,-3.1,3.0,11,3,22
Volkswagen,85,4.36,2,1,1,1,2,21.8,0,0,52.0,5.0,20.0,1,1,17
Volkswagen,85,3.1,3,1,1,1,2,16.4,0,0,53.0,-0.4,19.0,8,3,9
Volkswagen,85,22.8,2,0,1,0,2,11.9,0,0,69.0,-4.9,192.0,10,5,6
Volkswagen,85,5.4,3,1,0,1,2,9.6,0,0,46.0,-7.2,56.0,8,5,18
Volkswagen,85,9.4,2,0,1,0,2,14.9,0,1,65.0,-1.9,81.0,12,2,20
Volkswagen,85,2.54,2,1,1,1,3,12.7,1,1,40.0,-4.1,20.0,2,1,24
Volkswagen,85,5.39,2,0,0,1,2,16.5,0,1,74.0,-0.3,32.0,1,1,9
Volkswagen,85,3.62,2,1,1,1,2,18.1,0,1,43.0,1.3,20.0,10,0,26
Volkswagen,85,13.22,3,0,1,0,2,12.1,0,0,75.0,-4.7,72.0,9,2,19
Volkswagen,85,1.6,2,1,1,1,2,8.1,0,0,52.0,-8.7,20.0,4,4,28
Volkswagen,85,2.1,3,1,0,1,2,8.5,0,0,34.0,-8.3,25.0,8,1,14
Volkswagen,85,12.8,2,0,1,1,2,13.5,0,1,67.0,-3.3,83.0,11,2,15
Volkswagen,85,2.68,2,1,1,1,2,12.2,0,0,46.0,-4.6,22.0,2,2,18
Volkswagen,85,8.67,3,1,1,0,3,14.7,0,0,47.0,-2.1,59.0,4,5,30
Volkswagen,85,0.57,2,1,0,1,2,19.2,0,0,29.0,2.4,3.0,3,5,12
Volkswagen,85,2.99,3,1,1,1,3,11.5,0,0,54.0,-5.3,26.0,5,5,7
Volkswagen,85,0.93,3,0,1,0,3,14.6,0,0,39.0,-2.2,26.0,8,5,4
Volkswagen,85,1.88,2,1,1,1,2,9.4,0,0,47.0,-7.4,20.0,2,4,17
Volkswagen,85,10.42,3,0,1,1,2,12.2,0,0,70.0,-4.6,117.0,9,1,18
Volkswagen,85,1.06,2,1,0,0,2,21.1,0,0,26.0,4.3,5.0,4,0,6
Volkswagen,85,0.46,3,1,0,0,2,15.2,0,0,24.0,-1.6,3.0,4,6,26
Volkswagen,85,13.08,2,0,0,1,2,14.0,0,0,52.0,-2.8,80.0,1,3,24
Volkswagen,85,15.44,2,0,1,0,2,17.2,0,1,66.0,0.4,93.0,2,1,13
Volkswagen,85,0.97,2,1,0,0,3,13.8,0,0,28.0,-3.0,7.0,3,1,17
Volkswagen,85,1.88,2,1,1,1,3,9.4,0,0,44.0,-7.4,20.0,4,2,6
Volkswagen,85,16.37,2,0,1,0,2,16.6,0,1,73.0,-0.2,89.0,4,6,1
Volkswagen,85,0.24,3,1,0,0,2,9.8,0,0,23.0,-7.0,3.0,4,6,26
Volkswagen,85,1.5,3,1,1,1,2,7.5,0,0,51.0,-9.3,20.0,7,3,7
Volkswagen,85,3.0,3,1,1,1,2,15.9,0,0,48.0,-0.9,19.0,6,1,26
Volkswagen,85,0.84,2,1,0,0,2,16.8,0,0,26.0,0.0,5.0,3,4,25
Volkswagen,85,2.11,3,1,1,1,3,9.2,0,0,43.0,-7.6,23.0,4,6,17
Volkswagen,85,7.06,3,1,1,0,3,18.1,0,0,64.0,1.3,39.0,9,5,26
Volkswagen,85,1.09,2,1,0,1,3,13.7,0,1,27.0,-3.1,8.0,11,4,13
Volkswagen,85,1.7,3,1,0,1,2,7.6,0,0,42.0,-9.2,22.0,7,3,12
Volkswagen,85,3.5,3,1,1,1,2,17.6,0,0,42.0,0.8,20.0,8,3,10
Volkswagen,85,6.31,3,0,1,1,2,13.1,0,1,58.0,-3.7,87.0,9,0,17
Volkswagen,85,21.4,3,0,1,0,2,12.5,0,0,67.0,-4.3,171.0,8,6,13
Volkswagen,85,0.13,2,1,0,0,2,13.6,0,0,17.0,-3.2,1.0,10,3,29
Volkswagen,85,3.63,2,1,0,1,2,10.1,0,0,42.0,-6.7,36.0,4,4,8
Volkswagen,85,1.3,3,1,1,1,2,7.1,0,0,49.0,-9.7,19.0,5,4,11
Volkswagen,85,3.42,3,1,1,1,2,17.1,0,0,44.0,0.3,20.0,7,0,4
Volkswagen,85,3.83,3,0,1,1,2,17.8,0,1,19.0,1.0,6.0,10,0,9
Volkswagen,85,2.0,2,1,1,1,2,10.1,0,0,42.0,-6.7,20.0,11,3,24
Volkswagen,85,7.6,3,1,0,1,3,14.6,1,0,43.0,-2.2,52.0,5,5,27
Volkswagen,85,0.42,3,1,0,0,3,14.2,0,0,25.0,-2.6,3.0,5,6,1
Volkswagen,85,3.3,3,1,0,1,2,16.7,0,0,52.0,-0.1,20.0,5,4,26
Volkswagen,85,7.15,2,1,1,1,3,14.6,1,0,41.0,-2.2,49.0,1,4,1
Volkswagen,85,12.33,2,0,1,0,3,16.5,0,0,45.0,-0.3,43.0,12,1,4
Volkswagen,85,3.94,2,1,1,1,2,19.7,0,0,48.0,2.9,20.0,1,3,14
Volkswagen,85,0.62,2,1,0,0,2,15.4,0,0,21.0,-1.4,4.0,1,6,15
Volkswagen,85,0.3,2,1,0,0,3,15.2,0,0,26.0,-1.6,2.0,11,2,16
Volkswagen,85,5.07,2,0,1,0,3,14.1,0,0,58.0,-2.7,36.0,12,3,31
Volkswagen,85,3.3,2,1,0,1,2,9.1,0,0,41.0,-7.7,36.0,4,0,24
Volkswagen,85,14.81,2,0,0,1,3,20.0,0,1,67.0,3.2,72.0,1,4,18
Volkswagen,85,1.6,2,1,1,1,2,8.0,0,0,46.0,-8.8,20.0,2,2,15
Volkswagen,85,3.52,3,1,1,1,2,17.6,0,0,56.0,0.8,20.0,6,4,10
Volkswagen,85,3.43,2,1,1,1,3,15.6,1,0,39.0,-1.2,22.0,1,1,6
Volkswagen,85,3.88,2,1,1,1,2,19.4,0,0,46.0,2.6,20.0,2,4,12
Volkswagen,85,13.41,2,0,0,1,2,15.4,0,1,67.0,-1.4,79.0,12,1,26
Volkswagen,85,4.55,3,1,0,0,2,10.2,0,0,30.0,-6.6,3.0,6,3,21
Volkswagen,85,2.97,3,0,1,0,1,15.1,1,1,27.0,-1.7,17.0,9,5,16
Volkswagen,85,1.9,3,1,0,1,2,8.7,0,0,38.0,-8.1,22.0,5,0,7
Volkswagen,85,0.48,3,1,0,0,2,12.2,0,0,25.0,-4.6,4.0,10,6,16
Volkswagen,85,2.02,3,1,1,1,2,9.3,0,0,46.8038038038038,-7.5,22.0,5,1,31
Volkswagen,85,3.6,2,1,1,1,3,18.0,0,0,48.0,1.2,20.0,11,2,23
Volkswagen,85,15.69,3,0,1,0,3,14.0,0,0,58.0,-2.8,75.0,10,2,10
Volkswagen,85,0.31,2,1,1,1,3,15.9,0,1,22.0,-0.9,2.0,11,1,10
Volkswagen,85,0.21,3,1,0,0,2,10.5,0,0,19.0,-6.3,2.0,5,1,26
Volkswagen,85,3.5,2,1,1,1,2,17.4,0,0,50.0,0.6,20.0,10,0,29
Volkswagen,85,1.5,3,1,0,1,2,7.0,0,0,49.0,-9.8,21.0,6,1,19
Volkswagen,85,1.6,2,1,1,1,2,8.0,0,0,50.0,-8.8,20.0,10,3,18
Volkswagen,85,1.61,2,1,1,1,3,8.5,0,0,49.0,-8.3,19.0,4,0,4
Volkswagen,85,5.08,3,0,1,1,2,10.6,0,0,37.0,-6.2,48.0,9,0,14
Volkswagen,85,0.7,2,1,0,0,2,14.5,0,0,22.0,-2.3,5.0,10,6,28
Volkswagen,85,84.6,3,0,1,0,2,13.3,0,0,73.0,-3.5,636.0,6,6,18
Volkswagen,85,4.0,3,0,1,0,2,11.8,0,0,74.0,-5.0,80.0,10,1,17
Volkswagen,85,1.0,3,0,1,0,2,13.5,1,0,42.0,-3.3,23.0,6,5,2
Volkswagen,85,3.5,2,1,1,1,2,17.3,0,0,52.0,0.5,20.0,3,4,24
Volkswagen,85,0.59,2,1,0,0,3,19.5,0,0,29.0,2.7,3.0,2,5,7
Volkswagen,85,1.7,3,1,1,1,3,8.5,0,0,49.0,-8.3,20.0,9,1,22
Volkswagen,85,3.86,2,1,1,1,3,19.3,0,1,46.0,2.5,20.0,11,1,24
Volkswagen,85,3.76,2,1,1,1,2,18.8,0,0,47.0,2.0,20.0,2,4,10
Volkswagen,85,3.3,3,1,1,1,2,17.2,0,0,44.0,0.4,19.0,5,0,22
Volkswagen,85,30.1,3,0,1,0,2,11.4,0,0,68.0,-5.4,264.0,9,4,7
Volkswagen,85,0.5,3,1,0,0,2,11.6,0,0,24.0,-5.2,4.0,9,6,16
Volkswagen,85,12.44,3,0,1,0,2,13.3,0,0,71.0,-3.5,86.0,9,5,9
Volkswagen,85,15.15,3,0,1,1,2,12.8,0,1,64.0,-4.0,86.0,10,2,4
Volkswagen,85,4.1,2,1,1,1,3,20.5,0,0,51.0,3.7,20.0,2,0,8
Volkswagen,85,7.8,3,0,1,0,2,12.5,0,0,72.0,-4.3,81.0,10,3,26
Volkswagen,85,2.02,2,1,1,1,3,10.1,0,0,46.0,-6.7,20.0,2,3,11
Volkswagen,85,41.5,2,1,1,0,1,15.4,0,0,71.0,-1.4,270.0,11,6,13
Volkswagen,85,2.4,2,1,0,1,2,8.9,0,0,29.0,-7.9,27.0,11,4,16
Volkswagen,85,1.88,2,1,1,1,3,9.4,0,0,44.0,-7.4,20.0,3,3,3
Volkswagen,85,0.75,3,1,0,0,2,12.6,0,0,21.0,-4.2,6.0,6,6,7
Volkswagen,85,1.42,3,1,1,1,2,7.5,0,0,50.0,-9.3,19.0,4,3,14
Volkswagen,85,1.8,2,1,1,1,2,8.9,0,0,53.0,-7.9,20.0,5,2,3
Volkswagen,85,0.26,2,1,0,0,2,12.9,0,0,22.0,-3.9,2.0,3,5,7
Volkswagen,85,16.95,2,0,1,0,2,15.7,0,1,67.0,-1.1,87.0,2,2,21
Volkswagen,85,5.5,3,1,0,1,2,12.5,0,0,34.0,-4.3,44.0,10,2,4
Volkswagen,85,4.4,2,1,1,1,2,22.0,0,0,45.0,5.2,20.0,1,3,8
Volkswagen,85,2.83,3,1,0,1,2,11.8,0,0,28.0,-5.0,24.0,6,4,26
Volkswagen,85,1.5,3,1,0,0,2,11.2,0,0,46.0,-5.6,13.0,8,0,20
Volkswagen,85,2.49,2,1,1,1,3,11.3,0,0,48.0,-5.5,22.0,3,2,25
Volkswagen,85,3.5,2,0,0,1,2,14.8,0,1,43.0,-2.0,42.0,3,4,23
Volkswagen,85,3.84,3,1,1,1,2,19.2,1,0,43.0,2.4,20.0,5,2,13
Volkswagen,85,1.5,3,1,1,1,2,7.7,0,0,41.0,-9.1,20.0,6,4,29
Volkswagen,85,6.51,2,0,0,1,3,14.8,0,1,41.0,-2.0,40.0,11,4,9
Volkswagen,85,3.44,3,1,1,1,2,17.2,0,0,46.0,0.4,20.0,8,0,3
Volkswagen,85,3.7,2,1,1,1,2,18.5,0,0,44.0,1.7,20.0,11,3,15
Volkswagen,85,4.83,3,1,1,1,2,12.4,0,0,44.0,-4.4,39.0,8,6,7
Volkswagen,85,2.06,3,1,0,1,3,9.4,0,0,41.0,-7.4,22.0,9,1,8
Volkswagen,85,1.4,2,1,1,1,2,7.2,0,0,36.0,-9.6,20.0,3,4,31
Volkswagen,85,4.48,2,1,0,1,2,11.8,0,0,41.0,-5.0,38.0,1,0,2
Volkswagen,85,6.38,3,0,1,0,1,15.2,0,0,47.0,-1.6,42.0,6,1,9
Volkswagen,85,14.0,3,0,1,0,3,14.1,0,0,80.0,-2.7,73.0,8,4,18
Volkswagen,85,7.0,3,0,1,1,3,13.7,0,0,71.0,-3.1,86.0,7,4,20
Volkswagen,85,8.61,3,0,1,0,3,12.3,0,0,62.0,-4.5,70.0,5,3,5
Volkswagen,85,1.2,3,1,1,1,2,6.0,0,0,46.0,-10.8,20.0,8,1,7
Volkswagen,85,17.1,2,0,1,0,2,16.6,0,1,63.0,-0.2,87.0,2,0,12
Volkswagen,85,3.1,3,0,0,1,2,14.0,0,1,44.0,-2.8,81.0,10,0,30
Volkswagen,85,1.82,3,1,1,1,3,9.1,0,1,49.0,-7.7,20.0,10,2,7
Volkswagen,85,12.6,3,1,0,1,2,12.2,0,0,51.0,-4.6,103.0,7,6,8
Volkswagen,85,10.01,3,0,0,1,2,13.9,0,0,55.0,-2.9,72.0,9,6,16
Volkswagen,85,0.1,3,1,0,0,2,9.1,0,0,14.0,-7.7,1.0,6,0,11
Volkswagen,85,38.3,3,0,1,0,2,11.1,0,0,61.0,-5.7,345.0,8,3,16
Volkswagen,85,0.58,2,1,0,0,2,14.7,0,0,29.0,-2.1,4.0,1,6,17
Volkswagen,85,3.0,3,1,1,1,2,15.6,0,0,50.0,-1.2,19.0,6,4,29
Volkswagen,85,3.48,3,1,1,1,2,17.4,0,0,45.0,0.6,20.0,6,4,24
Volkswagen,85,13.5,3,0,1,0,2,13.9,0,1,62.0,-2.9,83.0,10,4,13
Volkswagen,85,17.44,2,0,1,0,2,14.0,0,1,69.0,-2.8,47.0,3,2,14
Volkswagen,85,1.79,2,1,1,1,3,8.9,0,0,45.0,-7.9,20.0,12,4,9
Volkswagen,85,11.39,3,0,1,0,2,13.5,0,0,82.0,-3.3,71.0,9,2,5
Volkswagen,85,3.24,2,0,1,1,3,12.0,0,0,43.0,-4.8,27.0,2,4,5
Volkswagen,85,3.8,2,1,1,1,2,19.0,0,0,44.0,2.2,20.0,1,3,28
Volkswagen,85,16.95,2,0,1,0,2,15.1,0,1,58.0,-1.7,87.0,3,0,5
Volkswagen,85,8.76,3,0,1,0,2,13.6,0,0,77.0,-3.2,46.0,9,0,4
Volkswagen,85,1.58,3,1,1,1,3,7.8,0,0,50.0,-9.0,20.0,8,4,12
Volkswagen,85,1.7,2,1,1,1,3,8.5,0,0,47.0,-8.3,20.0,4,4,1
Volkswagen,85,1.5,3,1,1,1,2,7.8,0,0,40.0,-9.0,19.0,5,3,18
Volkswagen,85,15.4,3,0,1,0,2,16.8,0,1,62.0,0.0,81.0,10,6,28
Volkswagen,85,3.04,2,1,0,1,3,15.2,0,0,47.0,-1.6,20.0,12,4,16
Volkswagen,85,17.93,3,0,1,0,2,11.4,0,1,67.0,-5.4,35.0,10,4,20
Volkswagen,85,4.05,3,0,0,1,2,11.6,0,0,42.0,-5.2,27.0,4,5,21
Volkswagen,85,8.35,3,0,1,0,2,11.5,0,0,45.0,-5.3,83.0,9,0,4
Volkswagen,85,1.84,3,1,0,0,3,15.3,0,0,41.0,-1.5,12.0,5,5,19
Volkswagen,85,3.2,3,1,1,1,2,16.6,0,0,52.0,-0.2,19.0,6,2,20
Volkswagen,85,11.35,3,0,1,0,2,11.2,0,0,70.0,-5.6,85.0,6,3,14
Volkswagen,85,15.81,2,0,1,0,2,13.7,0,0,64.0,-3.1,114.0,4,5,14
Volkswagen,85,2.0,2,1,0,0,2,13.3,0,0,36.0,-3.5,15.0,11,1,21
Volkswagen,85,3.36,3,1,1,1,2,16.8,0,0,54.0,0.0,20.0,8,0,15
Volkswagen,85,3.1,3,1,1,1,2,16.1,0,0,47.0,-0.7,19.0,7,2,11
Volkswagen,85,3.82,3,1,1,1,3,19.1,0,1,46.0,2.3,20.0,10,0,19
Volkswagen,85,3.53,3,1,1,1,2,18.6,0,0,46.0,1.8,19.0,4,3,14
Volkswagen,85,2.0,2,1,1,1,2,10.0,0,0,48.0,-6.8,20.0,1,0,29
Volkswagen,85,16.49,3,1,1,0,2,11.8,0,0,74.0,-5.0,86.0,5,1,15
Volkswagen,85,8.93,2,0,1,1,3,14.9,0,1,44.0,-1.9,76.0,11,3,15
Volkswagen,85,7.06,3,0,1,0,2,12.1,0,0,81.0,-4.7,100.0,8,2,8
Volkswagen,85,3.75,2,0,1,0,2,14.9,0,1,71.0,-1.9,41.0,3,2,7
Volkswagen,85,0.3,3,1,0,0,2,14.5,0,0,24.0,-2.3,2.0,6,1,26
Volkswagen,85,1.84,3,1,1,1,2,8.4,0,0,42.0,-8.4,22.0,7,1,7
Volkswagen,85,9.49,3,0,1,0,1,15.4,0,0,53.0,-1.4,82.0,5,2,9
Volkswagen,85,8.05,3,0,1,0,2,11.5,0,0,60.0,-5.3,70.0,6,4,10
Volkswagen,85,1.61,3,1,1,1,3,8.5,0,0,53.0,-8.3,19.0,4,2,13
Volkswagen,85,1.3,3,1,1,1,2,7.0,0,0,50.0,-9.8,19.0,7,4,21
Volkswagen,85,16.74,2,0,1,0,2,14.6,0,1,45.0,-2.2,40.0,1,0,22
Volkswagen,85,2.24,3,1,0,1,3,10.2,0,1,45.0,-6.6,22.0,10,2,14
Volkswagen,85,3.82,2,1,1,1,2,19.1,0,0,49.0,2.3,20.0,1,0,25
Volkswagen,85,1.6,3,1,1,1,2,8.0,0,0,48.0,-8.8,20.0,7,4,24
Volkswagen,85,1.3,3,1,1,1,2,7.1,0,0,48.0,-9.7,19.0,9,1,12
Volkswagen,85,3.92,2,1,1,1,2,19.6,0,0,45.0,2.8,20.0,1,1,12
Volkswagen,85,10.19,3,0,1,0,2,11.3,0,0,71.0,-5.5,106.0,7,1,31
Volkswagen,85,0.3,2,1,0,0,2,15.8,0,0,26.0,-1.0,2.0,4,1,18
Volkswagen,85,11.35,3,0,1,0,2,12.4,0,0,70.0,-4.4,103.0,10,4,5
Volkswagen,85,8.26,2,0,1,0,2,13.1,0,1,73.0,-3.7,47.0,3,3,8
Volkswagen,85,1.6,3,1,0,0,2,11.0,0,0,38.0,-5.8,15.0,8,1,29
Volkswagen,85,3.78,2,1,1,1,2,18.9,0,0,45.0,2.1,20.0,1,0,11
Volkswagen,85,22.25,3,0,1,1,2,11.9,0,0,53.0,-4.9,187.0,5,4,27
Volkswagen,85,1.9,3,1,0,0,2,12.6,0,0,34.0,-4.2,15.0,6,1,20
Volkswagen,85,12.35,2,0,0,1,3,17.7,0,1,54.0,0.9,90.0,1,0,14
Volkswagen,85,8.56,3,0,1,0,2,14.8,0,0,57.0,-2.0,86.0,5,4,25
Volkswagen,85,12.28,2,0,1,0,2,15.2,0,1,59.0,-1.6,92.0,4,4,13
Volkswagen,85,8.09,2,1,0,1,2,11.4,0,0,57.0,-5.4,71.0,2,0,13
Volkswagen,85,2.56,2,1,1,1,2,13.5,0,1,46.0,-3.3,19.0,1,0,18
Volkswagen,85,0.32,3,1,0,0,3,16.2,0,1,16.0,-0.6,2.0,10,2,14
Volkswagen,85,3.9,3,1,1,1,3,19.5,0,0,50.0,2.7,20.0,6,0,22
Volkswagen,85,1.7,2,1,1,1,2,8.5,0,0,44.0,-8.3,20.0,10,0,8
Volkswagen,85,4.0,2,1,1,1,2,19.9,0,0,42.0,3.1,20.0,11,0,20
