manufacturer,power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,trip_distance(km),month,weekday,day
Volkswagen,85,0.33,3,0,1,0,2,12.1,0,1,64.0,-4.7,82.0,10,4,26
Volkswagen,85,6.32,3,0,1,0,2,12.2,0,0,87.0,-4.6,88.0,4,0,23
Volkswagen,85,15.81,3,0,1,0,3,16.3,0,1,65.0,-0.5,97.0,4,6,15
Volkswagen,85,3.5,2,1,1,1,2,17.4,0,0,41.0,0.6,20.0,11,2,7
Volkswagen,85,3.79,2,0,0,1,2,14.1,0,1,47.0,-2.7,38.0,3,4,23
Volkswagen,85,1.8,2,1,1,1,2,9.2,0,0,48.0,-7.6,20.0,11,3,23
Volkswagen,85,4.76,2,1,1,1,1,23.8,1,0,46.0,7.0,20.0,12,4,19
Volkswagen,85,3.4,2,1,1,1,2,17.2,0,0,52.0,0.4,20.0,4,4,28
Volkswagen,85,0.42,2,1,0,0,3,21.0,1,0,24.0,4.2,2.0,2,1,28
Volkswagen,85,1.96,3,1,1,1,3,9.8,0,1,51.0,-7.0,20.0,10,0,12
Volkswagen,85,21.97,3,0,1,1,2,11.1,0,0,70.0,-5.7,198.0,9,5,17
Volkswagen,85,1.65,3,1,1,1,2,7.5,0,0,43.0,-9.3,22.0,5,0,9
Volkswagen,85,1.6,3,1,1,1,2,8.0,0,0,47.0,-8.8,20.0,5,0,16
Volkswagen,85,1.82,2,1,1,1,2,9.1,0,0,45.0,-7.7,20.0,2,4,12
Volkswagen,85,1.58,2,1,1,1,2,7.9,0,0,50.0,-8.9,20.0,3,3,2
Volkswagen,85,1.42,3,1,1,1,3,7.1,0,0,36.0,-9.7,20.0,9,3,22
Volkswagen,85,17.11,2,0,1,0,2,16.1,0,1,62.0,-0.7,88.0,1,1,23
Volkswagen,85,0.59,3,1,0,0,2,12.9,0,1,19.0,-3.9,4.0,10,4,2
Volkswagen,85,2.5,3,1,1,1,2,12.7,0,0,31.0,-4.1,20.0,10,5,21
Volkswagen,85,17.74,2,0,1,0,2,16.5,0,1,66.0,-0.3,87.0,12,2,13
Volkswagen,85,3.7,3,1,1,1,2,18.5,0,0,39.0,1.7,20.0,5,2,6
Volkswagen,85,0.47,3,1,0,0,2,9.5,0,0,22.0,-7.3,5.0,6,3,11
Volkswagen,85,1.04,3,1,0,0,3,13.0,0,0,30.0,-3.8,8.0,6,1,16
Volkswagen,85,2.01,2,0,1,0,2,13.0,0,1,68.0,-3.8,41.0,3,3,8
Volkswagen,85,0.6,3,1,0,0,2,8.7,0,0,15.0,-8.1,7.0,6,4,12
Volkswagen,85,15.8,2,1,1,0,2,17.0,0,1,50.0,0.2,53.0,11,2,22
Volkswagen,85,7.35,2,0,0,1,3,14.9,0,1,41.0,-1.9,108.0,11,3,8
Volkswagen,85,3.7,2,1,0,1,2,16.2,0,0,25.0,-0.6,23.0,12,6,10
Volkswagen,85,2.9,3,1,0,1,2,13.1,0,0,19.0,-3.7,22.0,10,4,6
Volkswagen,85,1.03,2,1,0,0,2,17.2,0,0,26.0,0.4,6.0,3,6,1
Volkswagen,85,12.09,2,0,0,1,3,17.8,0,1,63.0,1.0,59.0,1,6,7
Volkswagen,85,1.6,2,1,1,1,2,7.9,0,0,52.0,-8.9,20.0,1,2,24
Volkswagen,85,11.7,2,0,1,0,2,13.2,0,0,56.0,-3.6,89.0,11,5,5
Volkswagen,85,0.35,3,1,0,0,2,17.3,0,0,28.0,0.5,2.0,4,1,28
Volkswagen,85,1.19,2,1,0,0,2,19.8,0,0,16.0,3.0,6.0,1,4,6
Volkswagen,85,1.7,2,1,0,1,2,8.2,0,0,43.0,-8.6,21.0,4,1,24
Volkswagen,85,4.16,2,1,1,1,2,20.8,0,1,47.0,4.0,20.0,1,4,15
Volkswagen,85,9.11,3,0,1,0,2,12.9,0,0,56.0,-3.9,85.0,4,3,26
Volkswagen,85,3.76,3,1,1,1,2,18.8,0,0,43.0,2.0,20.0,4,1,21
Volkswagen,85,3.7,2,1,1,1,2,18.7,0,0,44.0,1.9,20.0,12,2,20
Volkswagen,85,14.14,3,1,1,1,3,13.6,0,0,58.0,-3.2,104.0,10,3,6
Volkswagen,85,8.42,2,0,0,1,2,17.2,0,1,42.0,0.4,37.0,3,5,17
Volkswagen,85,14.7,2,0,1,0,2,14.3,0,0,66.0,-2.5,103.0,11,5,5
Volkswagen,85,3.28,3,0,1,0,3,13.7,0,0,60.0,-3.1,24.0,8,6,2
Volkswagen,85,2.86,2,1,1,1,3,14.3,1,0,41.0,-2.5,20.0,1,4,23
Volkswagen,85,17.53,2,0,1,0,3,17.5,0,1,72.0,0.7,87.0,3,4,2
Volkswagen,85,3.4,2,1,1,1,2,16.9,0,0,48.0,0.1,20.0,4,3,13
Volkswagen,85,17.61,2,0,1,0,2,16.5,0,1,74.0,-0.3,87.0,1,4,5
Volkswagen,85,2.72,3,1,0,1,3,9.4,0,0,26.0,-7.4,29.0,9,4,25
Volkswagen,85,3.59,3,1,1,1,2,17.1,0,0,41.0,0.3,21.0,7,2,1
Volkswagen,85,3.5,3,1,1,1,3,17.5,0,0,53.0,0.7,20.0,5,4,6
Volkswagen,85,5.36,2,1,0,1,3,14.5,0,0,45.0,-2.3,37.0,12,2,28
Volkswagen,85,5.39,2,0,0,1,3,17.8,0,1,65.0,1.0,33.0,1,5,6
Volkswagen,85,3.54,3,1,1,1,3,17.7,0,0,50.0,0.9,20.0,7,4,3
Volkswagen,85,2.9,3,1,1,1,2,15.2,0,0,50.0,-1.6,19.0,7,1,3
Volkswagen,85,10.04,2,0,1,0,2,13.9,0,0,87.0,-2.9,89.0,4,3,5
Volkswagen,85,6.35,3,0,1,0,2,12.5,0,0,53.0,-4.3,17.0,10,5,6
Volkswagen,85,2.9,2,1,0,0,2,15.5,0,0,15.0,-1.3,19.0,1,5,20
Volkswagen,85,3.7,2,1,1,1,3,18.5,0,0,43.0,1.7,20.0,11,3,19
Volkswagen,85,1.52,3,1,1,1,2,7.6,0,0,51.0,-9.2,20.0,6,6,26
Volkswagen,85,2.23,2,1,0,0,2,30.8,0,1,19.0,14.0,3.0,1,0,22
Volkswagen,85,11.49,3,0,1,0,2,14.1,0,0,76.0,-2.7,91.0,10,0,2
Volkswagen,85,15.85,3,0,1,0,3,13.1,0,0,61.0,-3.7,121.0,7,3,19
Volkswagen,85,3.42,3,0,0,1,2,11.8,0,0,42.0,-5.0,29.0,6,3,28
Volkswagen,85,13.58,3,0,1,1,2,12.3,0,0,58.0,-4.5,57.0,9,0,17
Volkswagen,85,3.74,2,1,1,1,3,18.7,1,0,47.0,1.9,20.0,1,1,5
Volkswagen,85,13.25,2,1,0,1,3,17.9,0,1,43.0,1.1,31.0,12,0,31
Volkswagen,85,3.96,3,1,1,1,2,19.8,0,0,41.0,3.0,20.0,8,0,17
Volkswagen,85,17.78,2,0,1,0,2,15.5,0,1,57.0,-1.3,81.0,12,4,8
Volkswagen,85,3.7,2,1,1,1,2,18.6,0,0,36.0,1.8,20.0,11,3,30
Volkswagen,85,7.16,3,0,1,0,2,11.3,0,0,72.0,-5.5,71.0,7,1,17
Volkswagen,85,2.1,2,1,1,1,3,10.5,0,1,43.0,-6.3,20.0,11,2,25
Volkswagen,85,0.5,3,1,0,0,2,16.7,0,0,17.0,-0.1,3.0,6,1,19
Volkswagen,85,15.03,3,0,1,0,1,18.1,0,0,67.0,1.3,17.0,9,6,2
Volkswagen,85,3.44,3,1,1,1,2,17.2,0,0,48.0,0.4,20.0,7,4,15
Volkswagen,85,0.27,3,1,0,0,3,13.8,0,0,23.0,-3.0,2.0,9,1,20
Volkswagen,85,8.04,2,0,1,0,2,15.7,0,1,60.0,-1.1,60.0,2,5,3
Volkswagen,85,1.8,3,1,1,1,2,9.0,0,0,33.0,-7.8,20.0,6,1,16
Volkswagen,85,0.3,2,1,0,0,3,15.2,0,0,19.0,-1.6,2.0,1,2,7
Volkswagen,85,4.3,3,1,0,1,2,11.4,0,0,46.0,-5.4,38.0,6,4,23
Volkswagen,85,3.6,2,1,1,1,2,18.1,0,0,48.0,1.3,20.0,1,3,25
Volkswagen,85,4.6,2,1,1,1,2,23.0,1,0,45.0,6.2,20.0,1,1,27
Volkswagen,85,4.84,3,0,1,0,2,11.7,0,0,62.0,-5.1,89.0,7,3,5
Volkswagen,85,3.28,2,0,0,1,2,13.0,0,1,48.0,-3.8,21.0,3,4,23
Volkswagen,85,3.94,3,1,1,1,2,19.7,0,0,37.0,2.9,20.0,8,1,25
Volkswagen,85,0.41,2,1,0,0,3,20.3,1,0,18.0,3.5,2.0,1,4,16
Volkswagen,85,1.62,3,1,1,1,3,8.1,0,0,49.0,-8.7,20.0,8,4,5
Volkswagen,85,16.83,2,0,1,0,3,12.8,0,0,52.0,-4.0,88.0,4,0,9
Volkswagen,85,3.13,2,1,0,1,2,14.9,0,0,49.0,-1.9,21.0,3,4,11
Volkswagen,85,6.73,2,0,1,1,2,16.1,0,1,65.0,-0.7,43.0,11,0,20
Volkswagen,85,13.7,3,0,1,1,2,12.4,0,0,79.0,-4.4,106.0,6,5,30
Volkswagen,85,2.8,2,1,0,1,3,14.0,0,1,32.0,-2.8,20.0,10,5,24
Volkswagen,85,1.5,3,1,1,1,2,7.5,0,0,46.0,-9.3,20.0,7,2,1
Volkswagen,85,3.28,3,1,1,1,3,16.4,0,0,50.0,-0.4,20.0,9,1,27
Volkswagen,85,1.74,3,1,1,1,3,8.7,0,0,45.0,-8.1,20.0,4,2,20
Volkswagen,85,24.6,2,0,1,0,2,11.2,0,0,76.0,-5.6,220.0,4,5,28
Volkswagen,85,1.62,3,1,1,1,2,8.1,0,0,48.0,-8.7,20.0,6,0,8
Volkswagen,85,10.06,3,0,1,0,2,11.7,0,0,68.0,-5.1,86.0,6,0,18
Volkswagen,85,2.05,3,1,1,1,2,9.8,0,0,49.0,-7.0,21.0,6,1,23
Volkswagen,85,0.3,2,1,0,0,3,15.4,0,0,20.0,-1.4,2.0,11,4,13
Volkswagen,85,0.3,2,1,0,0,2,5.2,0,0,36.0,-11.6,5.0,4,6,2
Volkswagen,85,4.74,3,0,1,0,2,14.1,0,1,79.0,-2.7,91.0,11,4,3
Volkswagen,85,4.12,2,1,1,1,1,20.6,0,0,49.0,3.8,20.0,12,4,16
Volkswagen,85,9.75,3,0,1,0,2,13.7,0,1,72.0,-3.1,81.0,10,1,24
Volkswagen,85,5.89,2,1,0,1,2,13.1,0,0,27.0,-3.7,45.0,12,5,12
Volkswagen,85,3.92,2,1,1,1,3,19.6,0,0,48.0,2.8,20.0,3,1,1
Volkswagen,85,17.16,2,0,1,0,2,18.3,0,1,40.0,1.5,87.0,2,4,9
Volkswagen,85,3.46,3,1,1,1,3,17.2,0,0,50.0,0.4,20.0,5,2,18
Volkswagen,85,2.05,3,1,1,1,3,9.8,0,0,48.0,-7.0,21.0,9,6,13
Volkswagen,85,0.37,2,1,0,0,3,18.7,0,0,23.0,1.9,2.0,11,1,24
Volkswagen,85,6.7,3,1,1,1,2,11.8,0,0,41.0,-5.0,89.0,5,0,7
Volkswagen,85,2.1,2,1,1,1,3,11.1,0,0,44.0,-5.7,19.0,3,4,4
Volkswagen,85,1.8,3,1,1,1,2,9.5,0,0,53.0,-7.3,19.0,8,5,19
Volkswagen,85,3.92,2,1,1,1,2,19.6,0,0,40.0,2.8,20.0,2,1,28
Volkswagen,85,2.08,2,1,1,1,3,10.4,0,0,50.0,-6.4,20.0,3,4,27
Volkswagen,85,0.1,3,1,0,0,2,14.6,0,0,13.0,-2.2,1.0,4,0,30
Volkswagen,85,6.04,2,1,0,1,2,12.6,0,0,53.0,-4.2,48.0,3,2,9
Volkswagen,85,3.8,2,0,1,0,2,14.8,0,1,73.0,-2.0,47.0,3,1,13
Volkswagen,85,0.11,3,1,0,0,2,10.5,0,0,15.0,-6.3,1.0,4,2,22
Volkswagen,85,4.15,3,1,1,1,3,18.9,0,1,41.0,2.1,20.0,9,1,8
Volkswagen,85,3.3,3,1,1,1,2,16.5,0,0,48.0,-0.3,20.0,7,0,23
Volkswagen,85,5.95,3,1,0,1,3,7.0,0,0,38.0,-9.8,85.0,10,5,8
Volkswagen,85,2.16,2,1,1,1,2,10.8,0,0,48.0,-6.0,20.0,1,2,4
Volkswagen,85,3.4,3,1,1,1,2,17.2,0,0,55.0,0.4,20.0,7,5,22
Volkswagen,85,0.68,2,1,0,0,3,13.8,0,0,30.0,-3.0,5.0,12,4,18
Volkswagen,85,2.0,3,1,0,1,3,13.4,0,0,38.0,-3.4,15.0,10,1,25
Volkswagen,85,13.02,3,0,1,0,2,11.7,0,0,73.0,-5.1,85.0,5,3,31
Volkswagen,85,3.76,2,1,1,1,1,18.8,0,0,51.0,2.0,20.0,11,3,26
Volkswagen,85,3.01,2,1,0,0,3,21.5,0,0,26.0,4.7,14.0,2,4,6
Volkswagen,85,2.18,3,1,1,1,1,10.9,0,0,28.0,-5.9,20.0,8,3,27
Volkswagen,85,1.5,2,1,1,1,2,7.3,0,0,50.0,-9.5,20.0,5,2,10
Volkswagen,85,3.8,3,1,1,1,2,19.1,0,0,54.0,2.3,20.0,10,3,26
Volkswagen,85,3.28,3,1,1,1,2,16.4,0,0,47.0,-0.4,20.0,8,1,16
Volkswagen,85,1.7,3,1,0,0,2,10.4,0,0,29.0,-6.4,16.0,7,1,31
Volkswagen,85,1.5,3,1,0,1,2,6.8,0,0,43.0,-10.0,22.0,7,3,19
Volkswagen,85,15.83,2,0,1,0,2,15.7,0,1,45.0,-1.1,55.0,12,2,6
Volkswagen,85,6.08,3,0,1,0,2,13.1,0,0,79.0,-3.7,84.0,9,6,24
Volkswagen,85,3.4,3,1,1,1,2,17.0,0,0,46.0,0.2,20.0,7,0,11
Volkswagen,85,12.96,3,1,0,0,3,12.2,0,0,32.0,-4.6,22.0,10,2,3
Volkswagen,85,8.62,2,0,0,1,2,14.5,0,1,47.0,-2.3,27.0,3,5,24
Volkswagen,85,10.97,3,0,1,0,3,13.8,0,0,83.0,-3.0,71.0,7,4,20
Volkswagen,85,8.67,3,0,1,0,3,14.4,0,1,75.0,-2.4,72.0,10,4,19
Volkswagen,85,4.7,3,1,0,1,2,12.7,0,0,51.0,-4.1,37.0,9,5,2
Volkswagen,85,0.95,3,1,0,1,3,16.4,0,1,28.0,-0.4,45.0,10,1,30
Volkswagen,85,0.33,3,0,1,1,2,16.4,0,0,4.0,-0.4,2.0,5,0,18
Volkswagen,85,3.6,2,1,1,1,2,18.1,0,0,51.0,1.3,20.0,10,1,23
Volkswagen,85,3.2,3,1,1,1,2,17.1,0,0,48.0,0.3,19.0,8,1,15
Volkswagen,85,3.99,3,1,1,0,3,10.5,0,0,54.0,-6.3,38.0,9,5,26
Volkswagen,85,1.2,3,1,1,1,2,6.4,0,0,44.0,-10.4,19.0,6,4,15
Volkswagen,85,3.5,3,1,0,1,2,10.2,0,0,55.0,-6.6,34.0,8,0,28
Volkswagen,85,7.72,3,0,1,1,3,12.9,1,0,55.0,-3.9,75.0,8,4,18
Volkswagen,85,4.65,2,1,0,0,2,21.8,0,1,22.0,5.0,4.0,2,0,5
Volkswagen,85,11.16,2,0,1,0,2,16.6,0,1,67.0,-0.2,84.0,3,5,17
Volkswagen,85,0.3,3,1,0,0,2,14.5,0,0,25.0,-2.3,2.0,8,1,8
Volkswagen,85,2.34,3,1,1,1,2,17.7,0,0,42.0,0.9,20.0,5,1,31
Volkswagen,85,2.06,2,0,0,1,2,16.9,0,1,49.0,0.1,41.0,3,5,10
Volkswagen,85,1.71,3,1,1,1,3,7.8,0,0,47.0,-9.0,22.0,5,1,17
Volkswagen,85,1.6,3,1,0,1,2,7.3,0,0,44.0,-9.5,22.0,6,3,28
Volkswagen,85,11.34,3,0,1,0,3,15.5,0,0,70.0,-1.3,72.0,10,0,22
Volkswagen,85,3.1,3,1,1,1,2,16.5,0,0,50.0,-0.3,19.0,6,2,27
Volkswagen,85,4.01,3,1,0,1,2,11.8,0,0,32.0,-5.0,34.0,10,6,4
Volkswagen,85,1.51,2,1,0,0,3,18.9,1,1,35.0,2.1,8.0,12,3,31
Volkswagen,85,30.3,3,0,1,0,2,10.3,0,0,55.0,-6.5,294.0,8,1,21
Volkswagen,85,17.77,2,0,1,0,2,16.1,0,1,69.0,-0.7,88.0,2,1,6
Volkswagen,85,3.88,2,1,1,1,2,19.4,0,0,46.0,2.6,20.0,2,3,25
Volkswagen,85,12.83,2,0,1,0,2,14.3,0,1,70.0,-2.5,89.0,1,3,4
Volkswagen,85,15.25,2,0,1,0,2,15.6,0,1,71.0,-1.2,88.0,1,0,8
Volkswagen,85,3.64,3,1,1,1,3,18.2,0,0,37.0,1.4,20.0,6,0,20
Volkswagen,85,12.81,3,0,1,0,2,12.1,0,0,72.0,-4.7,86.0,5,4,25
Volkswagen,85,2.1,2,1,0,1,2,8.6,0,0,26.0,-8.2,24.0,10,2,31
Volkswagen,85,3.8,2,1,1,1,2,19.0,0,0,50.0,2.2,20.0,2,1,14
Volkswagen,85,13.96,2,1,0,1,3,19.6,0,1,37.0,2.8,47.0,1,2,9
Volkswagen,85,11.98,3,0,1,0,2,11.2,0,0,73.0,-5.6,107.0,9,6,25
Volkswagen,85,1.95,3,1,1,1,3,8.9,0,1,39.0,-7.9,22.0,9,2,9
Volkswagen,85,7.61,2,0,1,1,3,15.4,0,1,63.0,-1.4,68.0,12,3,20
Volkswagen,85,1.56,3,1,1,1,3,7.8,0,0,46.0,-9.0,20.0,7,4,29
Volkswagen,85,3.5,2,1,1,1,2,17.4,0,0,48.0,0.6,20.0,10,3,11
Volkswagen,85,1.87,3,1,1,1,3,8.5,0,0,44.0,-8.3,22.0,10,1,6
Volkswagen,85,8.89,3,0,1,1,3,12.7,0,0,70.0,-4.1,70.0,5,3,5
Volkswagen,85,2.7,2,1,0,0,2,14.8,0,0,27.0,-2.0,18.0,12,5,16
Volkswagen,85,0.7,3,1,0,0,2,11.2,0,0,24.0,-5.6,6.0,6,0,5
Volkswagen,85,0.4,3,1,0,0,2,13.4,0,0,19.0,-3.4,3.0,8,5,5
Volkswagen,85,3.4,2,1,0,1,1,10.0,0,1,28.0,-6.8,34.0,11,1,3
Volkswagen,85,8.91,3,0,0,1,2,12.4,0,0,43.0,-4.4,33.0,9,5,2
Volkswagen,85,1.7,3,1,0,0,2,11.2,0,0,38.0,-5.6,15.0,5,1,23
Volkswagen,85,3.2,3,1,1,1,2,16.8,0,0,46.0,0.0,19.0,9,0,3
Volkswagen,85,11.16,3,0,1,0,3,12.0,0,0,73.0,-4.8,100.0,8,2,1
Volkswagen,85,7.63,2,0,0,1,2,16.2,0,1,57.0,-0.6,87.0,12,6,31
Volkswagen,85,1.7,3,1,1,1,2,9.1,0,0,47.0,-7.7,19.0,11,3,2
Volkswagen,85,1.9,2,1,0,0,2,13.8,0,0,26.0,-3.0,14.0,12,6,24
Volkswagen,85,3.8,2,1,1,1,3,19.0,0,0,44.0,2.2,20.0,11,4,18
Volkswagen,85,0.66,2,1,1,0,3,13.3,0,0,32.0,-3.5,5.0,11,6,20
Volkswagen,85,0.1,3,1,0,0,2,10.3,0,0,15.0,-6.5,1.0,6,1,7
Volkswagen,85,1.9,2,1,0,1,2,9.0,0,0,54.0,-7.8,21.0,4,1,18
Volkswagen,85,12.72,3,0,0,1,2,12.8,0,0,77.0,-4.0,77.0,6,6,17
Volkswagen,85,0.6,2,1,0,0,2,14.5,0,0,28.0,-2.3,4.0,12,6,17
Volkswagen,85,1.3,3,1,1,1,2,6.6,0,0,47.0,-10.2,19.0,7,3,5
Volkswagen,85,3.7,3,1,1,1,3,18.5,0,0,48.0,1.7,20.0,7,2,8
Volkswagen,85,4.0,3,1,1,1,2,20.0,0,0,18.0,3.2,20.0,4,2,22
Volkswagen,85,3.8,2,1,1,1,2,19.2,0,0,42.0,2.4,20.0,12,1,5
Volkswagen,85,0.6,2,1,0,0,2,14.4,0,0,22.0,-2.4,4.0,11,6,18
Volkswagen,85,1.8,2,0,1,0,2,24.5,0,1,20.0,7.7,2.0,12,0,4
Volkswagen,85,62.91,2,0,1,0,1,13.5,0,0,77.0,-3.3,466.0,3,5,19
Volkswagen,85,12.75,3,1,0,1,3,10.9,0,0,45.0,-5.9,117.0,5,5,21
Volkswagen,85,17.38,2,0,1,0,2,14.8,0,1,66.0,-2.0,80.0,12,1,5
Volkswagen,85,3.4,3,1,1,1,2,16.8,0,0,47.0,0.0,20.0,9,2,12
Volkswagen,85,13.16,3,0,1,1,3,13.9,0,0,85.0,-2.9,110.0,8,2,22
Volkswagen,85,2.5,2,1,0,1,2,8.6,0,0,35.0,-8.2,29.0,4,4,27
Volkswagen,85,3.5,2,1,1,1,2,17.5,0,0,43.0,0.7,20.0,4,0,3
Volkswagen,85,8.6,2,0,0,1,3,15.7,0,1,51.0,-1.1,38.0,1,3,10
Volkswagen,85,3.54,3,1,1,1,2,17.7,0,0,48.0,0.9,20.0,6,3,11
Volkswagen,85,17.64,2,0,1,0,2,14.8,0,1,72.0,-2.0,86.0,2,4,2
Volkswagen,85,3.38,3,1,1,1,3,16.9,0,0,49.0,0.1,20.0,6,1,30
Volkswagen,85,8.4,3,1,0,1,2,10.9,0,0,57.0,-5.9,77.0,4,6,29
Volkswagen,85,0.96,3,1,1,0,2,11.7,0,0,51.0,-5.1,28.0,6,1,19
Volkswagen,85,3.76,2,1,1,1,2,18.8,0,0,46.0,2.0,20.0,1,0,16
Volkswagen,85,1.76,3,1,1,1,3,8.8,0,1,56.0,-8.0,20.0,9,0,7
Volkswagen,85,4.4,2,1,1,1,3,15.7,1,0,19.0,-1.1,28.0,1,3,15
Volkswagen,85,3.61,3,0,0,1,2,11.8,0,0,50.0,-5.0,110.0,6,2,27
Volkswagen,85,14.4,3,0,1,0,2,12.0,0,0,63.0,-4.8,120.0,7,5,29
Volkswagen,85,2.97,3,1,0,1,3,9.0,0,0,44.0,-7.8,33.0,6,3,16
Volkswagen,85,1.42,3,1,0,1,2,6.8,0,0,32.0,-10.0,21.0,8,4,14
Volkswagen,85,3.64,2,1,1,1,3,18.2,0,0,44.0,1.4,20.0,12,3,1
Volkswagen,85,16.37,2,0,1,0,2,15.2,0,1,74.0,-1.6,45.0,3,3,8
Volkswagen,85,3.86,2,1,1,1,2,19.3,0,0,47.0,2.5,20.0,1,2,27
Volkswagen,85,1.7,2,1,0,1,2,8.2,0,0,50.0,-8.6,21.0,3,1,14
Volkswagen,85,3.7,2,1,1,1,2,18.4,0,0,49.0,1.6,20.0,3,4,17
Volkswagen,85,7.1,3,1,0,1,2,11.1,0,0,36.0,-5.7,64.0,6,3,22
Volkswagen,85,3.6,2,1,1,1,2,17.8,0,0,52.0,1.0,20.0,4,2,12
Volkswagen,85,16.28,2,1,1,1,3,17.7,1,0,56.0,0.9,92.0,12,0,29
Volkswagen,85,9.39,3,0,1,0,3,13.2,0,0,100.0,-3.6,29.0,9,6,30
Volkswagen,85,3.6,3,1,0,1,2,17.8,0,0,43.0,1.0,20.0,5,1,16
Volkswagen,85,0.94,2,1,0,1,2,11.8,0,1,22.0,-5.0,8.0,10,3,29
Volkswagen,85,1.9,2,1,1,1,2,9.3,0,0,42.0,-7.5,20.0,11,0,27
Volkswagen,85,3.24,3,1,1,1,2,16.2,0,0,46.0,-0.6,20.0,6,0,27
Volkswagen,85,10.62,2,0,0,1,3,15.3,0,1,72.0,-1.5,64.0,11,0,19
Volkswagen,85,3.42,3,1,1,1,2,17.1,0,0,51.0,0.3,20.0,7,3,14
Volkswagen,85,11.44,3,0,1,0,2,10.7,0,0,54.0,-6.1,86.0,8,3,9
Volkswagen,85,3.4,3,1,1,1,2,16.8,0,0,46.0,0.0,20.0,7,3,27
Volkswagen,85,0.8,2,1,0,1,2,15.4,0,1,47.0,-1.4,19.0,2,1,20
Volkswagen,85,3.85,2,1,0,1,2,10.7,0,0,37.0,-6.1,36.0,1,2,6
Volkswagen,85,1.78,3,1,1,1,2,8.1,0,0,40.0,-8.7,22.0,7,1,12
Volkswagen,85,2.1,3,0,1,0,2,17.7,0,0,97.0,0.9,45.0,9,3,7
Volkswagen,85,0.5,3,1,0,0,2,12.2,0,0,16.0,-4.6,4.0,6,6,24
Volkswagen,85,10.3,2,0,0,1,1,17.7,0,1,44.0,0.9,7.0,1,3,3
Volkswagen,85,3.01,3,1,1,1,2,8.6,0,0,27.0,-8.2,35.0,5,2,11
Volkswagen,85,13.13,3,0,1,0,2,13.3,0,0,69.0,-3.5,57.0,8,5,26
Volkswagen,85,8.68,2,0,1,0,2,15.4,0,1,67.0,-1.4,78.0,12,2,6
Volkswagen,85,3.25,3,1,1,1,3,16.2,0,0,50.0,-0.6,20.0,9,4,16
Volkswagen,85,16.95,2,0,1,0,2,15.5,0,1,73.0,-1.3,88.0,1,3,4
Volkswagen,85,1.5,3,1,0,0,2,11.8,0,0,23.0,-5.0,13.0,9,6,2
Volkswagen,85,12.83,2,0,1,0,2,15.3,0,1,64.0,-1.5,86.0,12,5,16
Volkswagen,85,0.3,2,1,0,0,2,14.6,0,0,24.0,-2.2,2.0,10,1,16
Volkswagen,85,3.2,2,1,1,1,2,16.0,1,0,49.0,-0.8,20.0,1,5,31
Volkswagen,85,279.53,2,0,1,0,2,12.7,0,0,46.3,-4.1,42.41596009975062,3,3,29
Volkswagen,85,12.4,3,0,1,0,2,12.9,0,0,72.0,-3.9,86.0,7,1,10
Volkswagen,85,71.27,2,0,1,0,2,76.0,0,0,76.0,59.2,454.0,12,6,6
Volkswagen,85,0.75,3,1,0,0,2,9.4,0,0,16.0,-7.4,8.0,7,1,21
Volkswagen,85,1.46,3,1,1,1,2,7.3,0,0,47.0,-9.5,20.0,8,1,25
Volkswagen,85,2.57,3,1,1,1,2,9.9,0,0,42.0,-6.9,26.0,6,0,15
Volkswagen,85,4.04,2,1,1,1,2,20.2,1,1,52.0,3.4,20.0,1,0,30
Volkswagen,85,3.68,2,1,1,1,2,18.4,0,0,50.0,1.6,20.0,1,1,31
Volkswagen,85,1.6,2,0,0,1,2,18.0,0,1,55.0,1.2,8.0,12,6,24
Volkswagen,85,1.7,2,1,1,1,2,8.6,0,0,39.0,-8.2,20.0,11,3,16
Volkswagen,85,3.53,2,1,0,1,2,12.6,0,0,35.0,-4.2,28.0,1,4,6
Volkswagen,85,0.5,3,1,0,0,2,10.8,0,0,21.0,-6.0,5.0,7,6,30
Volkswagen,85,2.0,2,1,1,1,2,9.9,0,0,45.0,-6.9,20.0,3,4,17
Volkswagen,85,2.87,3,1,0,1,3,8.7,0,0,40.0,-8.1,33.0,8,2,10
Volkswagen,85,0.52,2,1,0,0,3,17.6,0,0,27.0,0.8,3.0,12,3,24
Volkswagen,85,10.0,2,0,1,0,2,16.1,0,1,67.0,-0.7,82.0,12,2,13
Volkswagen,85,2.73,3,1,0,1,3,8.3,0,0,32.0,-8.5,33.0,7,0,6
Volkswagen,85,2.0,2,1,1,1,2,10.0,0,0,46.0,-6.8,20.0,2,0,29
Volkswagen,85,15.31,3,0,1,0,2,13.5,0,0,58.0,-3.3,36.0,9,3,7
Volkswagen,85,2.3,3,1,1,1,1,9.2,0,0,49.0,-7.6,25.0,7,3,28
Volkswagen,85,2.44,2,1,1,1,2,12.2,1,0,49.0,-4.6,20.0,1,4,30
Volkswagen,85,9.11,2,0,1,0,2,16.4,0,1,69.0,-0.4,87.0,1,4,12
Volkswagen,85,1.54,2,1,0,0,2,14.0,0,0,15.0,-2.8,11.0,12,5,19
Volkswagen,85,3.42,3,1,1,1,2,17.1,0,0,39.0,0.3,20.0,6,0,15
Volkswagen,85,2.3,3,1,0,0,2,13.6,0,0,25.0,-3.2,17.0,10,4,6
