,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),user_id,month,weekday,day
2494,278.0,22.0,138542.0,2.0,0,0,1,1.0,24.19,0,0,8.09,83.0,Tesla_Model_S_2015,11,3,4
17886,35.0,6.0,47822.0,3.0,1,1,1,1.0,12.0,0,0,-0.5,50.0,Tesla_Model_S_2015,6,1,30
14793,49.0,9.14,36258.0,2.0,1,1,1,1.0,14.49,0,0,1.99,65.9,Tesla_Model_S_2015,3,6,14
12831,85.0,2.74,10646.0,3.0,1,1,0,1.0,11.9,0,0,-0.7999999999999989,23.0,Tesla_Model_S_2015,8,6,2
10295,49.0,10.5,151820.0,2.0,1,1,1,1.0,14.88,0,0,1.3800000000000008,23.7,Tesla_Model_S_2015,2,6,25
7386,85.0,16.68,38997.0,2.0,0,1,0,2.0,14.2,0,1,1.5,93.0,Tesla_Model_S_2015,1,2,24
14027,49.0,7.4,1276.0,3.0,0,1,1,1.0,11.43,1,0,-1.0700000000000005,30.5,Tesla_Model_S_2015,8,5,24
6990,85.0,13.02,62953.0,3.0,0,1,0,2.0,13.1,0,0,0.4000000000000003,86.0,Tesla_Model_S_2015,7,2,11
17085,88.0,1.9,12921.0,3.0,1,0,0,2.0,10.73,0,0,2.305746737554374,17.7,Tesla_Model_S_2015,6,4,22
6857,85.0,7.9,83495.0,2.0,0,1,0,3.0,17.2,0,1,4.5,45.0,Tesla_Model_S_2015,2,6,24
10755,49.0,10.65,59933.0,3.0,1,0,1,1.0,11.69,0,0,-1.8100000000000005,91.1,Tesla_Model_S_2015,4,3,3
22130,278.0,43.0,56412.0,3.0,1,1,1,1.0,21.77,0,0,5.669999999999998,183.0,Tesla_Model_S_2015,5,2,2
16471,88.0,17.66,39136.0,3.0,1,1,1,2.0,14.07,0,0,2.305746737554374,125.5,Tesla_Model_S_2015,11,0,11
14394,49.0,8.06,16703.0,2.0,1,1,1,1.0,14.18,0,0,1.6799999999999995,32.1,Tesla_Model_S_2015,3,5,21
10729,49.0,4.0,134302.0,3.0,0,1,0,1.0,13.33,0,0,-0.1699999999999999,30.0,Tesla_Model_S_2015,5,0,29
8103,80.0,13.77,36198.0,3.0,0,1,0,1.0,17.77,0,1,2.77,72.0,Tesla_Model_S_2015,5,6,3
21724,132.0,26.45,55268.0,1.0,1,0,1,3.0,18.61,0,0,2.009999999999998,64.0,Tesla_Model_S_2015,1,4,11
18030,35.0,7.5,157967.0,2.0,1,1,1,1.0,17.44,0,1,4.940000000000001,43.0,Tesla_Model_S_2015,3,2,25
22368,278.0,27.0,114336.0,2.0,1,0,1,1.0,23.95,0,0,7.849999999999998,106.0,Tesla_Model_S_2015,3,0,16
7202,85.0,11.55,55499.0,3.0,0,1,0,1.0,13.4,1,0,0.7000000000000011,81.0,Tesla_Model_S_2015,5,6,20
7284,85.0,7.8,27829.0,3.0,0,1,0,2.0,12.5,0,0,-0.1999999999999993,81.0,Tesla_Model_S_2015,10,3,26
23231,278.0,5.0,104282.0,2.0,0,1,1,1.0,22.09,0,0,5.989999999999998,34.0,Tesla_Model_S_2015,10,2,30
14734,49.0,5.1,29878.0,3.0,1,0,1,1.0,12.9,0,0,0.4000000000000003,49.1,Tesla_Model_S_2015,10,4,30
20293,35.0,5.6,124632.0,2.0,1,1,1,1.0,13.33,0,0,0.8300000000000001,42.0,Tesla_Model_S_2015,10,4,12
22410,278.0,18.0,107516.0,2.0,1,0,1,1.0,24.58,0,0,8.479999999999997,52.0,Tesla_Model_S_2015,12,0,9
20922,132.0,7.0,81218.0,3.0,0,0,1,1.0,18.92,0,0,2.3200000000000003,27.0,Tesla_Model_S_2015,9,2,9
19768,35.0,10.5,69982.0,2.0,1,1,1,1.0,13.29,0,0,0.7899999999999991,79.0,Tesla_Model_S_2015,5,3,12
21181,132.0,31.36,67905.0,3.0,1,1,1,2.0,16.53,0,0,-0.0700000000000002,78.0,Tesla_Model_S_2015,8,2,14
21450,132.0,3.13,91405.0,3.0,1,0,0,3.0,17.39,0,0,0.7899999999999991,18.0,Tesla_Model_S_2015,6,1,1
18010,35.0,8.2,87429.0,2.0,1,1,1,1.0,18.64,0,1,6.140000000000001,44.0,Tesla_Model_S_2015,2,4,3
2529,278.0,9.0,137166.0,2.0,0,0,1,1.0,22.16,0,0,6.059999999999999,40.0,Tesla_Model_S_2015,10,6,17
22497,278.0,25.0,31937.0,3.0,1,0,1,1.0,22.49,0,0,6.389999999999997,86.0,Tesla_Model_S_2015,5,3,18
8416,49.0,6.1,58744.0,2.0,1,0,1,1.0,12.4,0,0,-1.0999999999999996,49.2,Tesla_Model_S_2015,3,3,13
18537,35.0,5.2,164945.0,3.0,1,1,1,3.0,12.38,0,0,-0.1199999999999992,42.0,Tesla_Model_S_2015,8,0,10
19576,35.0,11.4,147553.0,3.0,1,0,1,1.0,14.25,0,0,1.75,80.0,Tesla_Model_S_2015,10,6,13
21481,132.0,13.78,41618.0,3.0,1,0,1,2.0,13.71,1,0,-2.890000000000001,156.0,Tesla_Model_S_2015,6,2,13
14022,49.0,6.43,39251.0,3.0,1,0,1,1.0,12.83,0,0,0.33,47.0,Tesla_Model_S_2015,5,3,6
1946,278.0,7.0,30410.0,3.0,1,0,1,1.0,23.47,0,0,7.369999999999997,28.0,Tesla_Model_S_2015,5,0,1
22740,278.0,45.0,140598.0,2.0,0,0,1,1.0,28.46,0,0,12.36,68.0,Tesla_Model_S_2015,12,4,24
10702,49.0,7.68,80646.0,2.0,1,1,1,1.0,15.12,0,1,1.6199999999999992,50.8,Tesla_Model_S_2015,2,2,25
23010,278.0,27.0,102337.0,3.0,1,1,1,1.0,19.37,0,0,3.27,152.0,Tesla_Model_S_2015,9,4,27
14088,49.0,10.82,53537.0,2.0,0,1,0,1.0,15.76,0,1,3.26,44.5,Tesla_Model_S_2015,12,4,3
15036,49.0,2.35,35914.0,2.0,1,1,1,1.0,15.27,0,0,2.77,91.1,Tesla_Model_S_2015,3,6,7
22222,278.0,11.0,31978.0,3.0,1,0,1,1.0,22.49,0,0,6.389999999999997,41.0,Tesla_Model_S_2015,5,4,19
19807,35.0,5.0,116212.0,3.0,1,1,1,1.0,11.9,0,0,-0.5999999999999996,42.0,Tesla_Model_S_2015,6,3,7
20168,35.0,5.3,56568.0,2.0,1,1,1,1.0,12.62,0,0,0.1199999999999992,42.0,Tesla_Model_S_2015,11,0,9
10999,49.0,15.4,89058.0,3.0,0,1,1,1.0,10.97,1,0,-2.53,103.2,Tesla_Model_S_2015,7,4,3
21950,132.0,15.3,29778.0,3.0,1,1,1,1.0,22.5,0,0,5.899999999999999,68.0,Tesla_Model_S_2015,12,1,12
20393,35.0,4.8,21060.0,3.0,1,1,1,1.0,11.71,0,0,-0.7899999999999991,41.0,Tesla_Model_S_2015,5,2,21
6219,85.0,3.8,26582.0,3.0,1,0,0,1.0,10.2,0,0,-2.5,9.0,Tesla_Model_S_2015,10,0,16
6903,85.0,17.64,25486.0,3.0,0,0,1,2.0,15.9,0,1,3.200000000000001,38.0,Tesla_Model_S_2015,10,5,7
19029,35.0,8.1,155508.0,2.0,1,1,1,1.0,18.84,0,1,6.34,43.0,Tesla_Model_S_2015,2,1,18
18204,35.0,9.3,58298.0,2.0,0,1,1,1.0,20.67,0,1,8.170000000000002,45.0,Tesla_Model_S_2015,11,0,30
21999,132.0,16.0,86280.0,1.0,1,0,1,2.0,26.98,0,1,10.38,63.0,Tesla_Model_S_2015,1,0,11
14699,49.0,4.93,39655.0,3.0,1,0,1,1.0,11.78,0,0,-0.7200000000000006,6.0,Tesla_Model_S_2015,5,4,14
14713,49.0,6.87,59254.0,2.0,1,0,1,1.0,14.28,0,0,1.7799999999999994,48.1,Tesla_Model_S_2015,3,3,3
9747,49.0,4.3,183828.0,3.0,0,1,0,1.0,15.841387951461192,0,0,2.305746737554374,64.6,Tesla_Model_S_2015,5,6,19
17836,35.0,15.7,127656.0,2.0,1,1,1,1.0,18.92,0,1,6.420000000000002,83.0,Tesla_Model_S_2015,11,3,29
17311,88.0,20.48,22152.0,3.0,1,1,1,2.0,14.63,0,0,2.305746737554374,140.0,Tesla_Model_S_2015,12,3,13
8820,49.0,7.29,32488.0,3.0,1,1,1,1.0,13.25,0,0,-0.25,55.0,Tesla_Model_S_2015,10,4,26
21058,132.0,2.04,96984.0,3.0,0,1,1,2.0,15.41,0,0,-1.1900000000000013,171.0,Tesla_Model_S_2015,9,0,6
20189,35.0,6.6,179106.0,3.0,1,1,1,1.0,16.1,0,1,3.6000000000000014,41.0,Tesla_Model_S_2015,5,2,5
14361,49.0,9.15,52759.0,3.0,0,1,1,3.0,15.76,0,0,3.26,85.7,Tesla_Model_S_2015,11,4,12
7558,80.0,14.32,69095.0,2.0,1,0,1,2.0,21.42,0,1,6.420000000000002,72.0,Tesla_Model_S_2015,12,0,13
10656,49.0,5.48,141607.0,3.0,1,0,1,1.0,11.44,0,0,-2.0600000000000005,47.9,Tesla_Model_S_2015,8,3,24
10971,49.0,11.3,92896.0,3.0,1,1,1,1.0,10.8,0,0,-2.7,50.6,Tesla_Model_S_2015,8,0,31
12584,85.0,23.9,45782.0,2.0,0,1,0,2.0,13.9,0,0,1.200000000000001,172.0,Tesla_Model_S_2015,4,6,16
12283,85.0,23.5,85037.0,2.0,0,1,0,2.0,14.0,0,0,1.3000000000000007,168.0,Tesla_Model_S_2015,12,5,29
20565,35.0,16.5,36374.0,2.0,1,1,1,1.0,18.97,0,1,6.469999999999999,87.0,Tesla_Model_S_2015,1,5,24
16750,88.0,15.69,12108.0,3.0,0,0,0,2.0,13.0,0,0,2.305746737554374,120.7,Tesla_Model_S_2015,6,1,5
13984,49.0,7.0,32380.0,2.0,1,1,1,1.0,15.17,0,0,2.67,64.8,Tesla_Model_S_2015,12,4,25
18650,35.0,7.6,148637.0,3.0,1,0,1,1.0,16.89,0,1,4.390000000000001,45.0,Tesla_Model_S_2015,10,1,29
14436,49.0,6.34,61338.0,2.0,1,0,1,1.0,12.68,0,0,0.1799999999999997,50.0,Tesla_Model_S_2015,4,3,14
16745,88.0,1.54,16944.0,3.0,1,0,0,2.0,11.97,0,0,2.305746737554374,12.9,Tesla_Model_S_2015,9,6,30
17601,35.0,4.8,123379.0,3.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,Tesla_Model_S_2015,9,3,20
7912,80.0,15.88,55078.0,2.0,0,0,1,2.0,19.47,0,1,4.469999999999999,66.0,Tesla_Model_S_2015,12,6,6
21052,132.0,7.12,72593.0,1.0,1,0,1,1.0,18.38,0,0,1.7799999999999976,67.0,Tesla_Model_S_2015,11,1,12
6986,85.0,0.75,21258.0,3.0,0,1,0,2.0,15.0,0,0,2.3000000000000007,5.0,Tesla_Model_S_2015,9,5,9
9300,49.0,7.83,102614.0,2.0,0,1,0,3.0,13.07,0,0,-0.4299999999999997,77.3,Tesla_Model_S_2015,1,6,31
16688,88.0,6.21,13740.0,3.0,0,0,0,2.0,9.41,0,0,2.305746737554374,66.0,Tesla_Model_S_2015,7,6,22
21142,132.0,24.84,70207.0,3.0,0,1,1,1.0,21.0,0,1,4.399999999999999,69.0,Tesla_Model_S_2015,9,3,19
1553,278.0,29.0,146703.0,3.0,0,1,1,1.0,22.43,0,0,6.329999999999998,132.0,Tesla_Model_S_2015,5,2,18
10713,49.0,9.44,54967.0,2.0,1,0,1,1.0,13.74,0,0,0.2400000000000002,68.7,Tesla_Model_S_2015,12,0,23
20748,35.0,5.1,119860.0,3.0,1,1,1,2.0,12.14,0,0,-0.3599999999999994,42.0,Tesla_Model_S_2015,7,3,19
7326,85.0,2.23,70900.0,3.0,0,0,1,2.0,13.3,0,0,0.6000000000000014,97.0,Tesla_Model_S_2015,9,3,13
17530,88.0,14.82,42282.0,3.0,1,1,1,2.0,14.62,0,0,2.305746737554374,101.4,Tesla_Model_S_2015,1,0,6
7005,85.0,13.8,90686.0,3.0,0,1,1,1.0,13.0,0,0,0.3000000000000007,26.0,Tesla_Model_S_2015,4,6,28
14405,49.0,9.18,10800.0,2.0,0,1,0,1.0,15.35,0,0,2.85,60.4,Tesla_Model_S_2015,12,0,9
10228,49.0,7.0,38482.0,2.0,1,0,1,1.0,12.88,0,0,-0.6199999999999992,52.6,Tesla_Model_S_2015,3,4,8
12750,85.0,18.3,56334.0,3.0,0,1,0,2.0,13.1,0,0,0.4000000000000003,140.0,Tesla_Model_S_2015,10,5,7
17777,35.0,7.2,46930.0,3.0,1,1,1,3.0,16.0,0,0,3.5,45.0,Tesla_Model_S_2015,6,4,19
18375,35.0,6.3,27334.0,3.0,1,0,1,1.0,13.7,0,0,1.1999999999999993,46.0,Tesla_Model_S_2015,8,0,25
9710,49.0,13.21,91868.0,3.0,0,1,1,1.0,10.19,0,0,-3.3100000000000005,91.6,Tesla_Model_S_2015,8,2,12
19015,35.0,19.0,35633.0,2.0,1,1,1,1.0,19.39,0,1,6.890000000000001,98.0,Tesla_Model_S_2015,1,3,15
18802,35.0,6.0,113974.0,3.0,1,1,1,1.0,14.29,0,0,1.7899999999999991,42.0,Tesla_Model_S_2015,4,4,27
13929,49.0,6.71,57599.0,2.0,1,0,1,1.0,14.37,0,0,1.8699999999999992,46.7,Tesla_Model_S_2015,2,3,3
14776,49.0,7.12,56720.0,2.0,1,0,1,1.0,14.96,0,0,2.460000000000001,47.6,Tesla_Model_S_2015,1,4,14
1984,278.0,13.0,149045.0,3.0,0,0,1,1.0,21.56,0,0,5.459999999999997,34.0,Tesla_Model_S_2015,7,5,30
20128,35.0,6.3,77334.0,2.0,1,1,1,3.0,15.0,0,0,2.5,42.0,Tesla_Model_S_2015,9,1,6
21963,132.0,10.81,107435.0,3.0,1,0,1,1.0,14.91,0,0,-1.6900000000000013,96.0,Tesla_Model_S_2015,6,5,25
19777,35.0,9.3,172335.0,2.0,1,1,1,1.0,22.14,0,1,9.64,42.0,Tesla_Model_S_2015,1,6,10
20517,35.0,7.2,29156.0,3.0,1,1,1,1.0,13.33,0,0,0.8300000000000001,54.0,Tesla_Model_S_2015,10,2,1
22685,278.0,33.0,139234.0,2.0,0,1,1,1.0,26.61,0,0,10.509999999999998,116.0,Tesla_Model_S_2015,11,2,10
8717,49.0,11.0,182336.0,3.0,0,1,1,1.0,13.33,1,1,-0.1699999999999999,55.6,Tesla_Model_S_2015,4,5,27
6475,85.0,11.15,64806.0,3.0,0,1,0,2.0,12.8,1,0,0.1000000000000014,71.0,Tesla_Model_S_2015,7,1,24
22825,278.0,28.0,42624.0,2.0,1,1,1,1.0,24.8,0,0,8.7,113.0,Tesla_Model_S_2015,11,5,4
1517,278.0,57.0,70559.0,3.0,0,1,0,1.0,20.92,0,0,4.82,265.0,Tesla_Model_S_2015,9,5,15
2155,278.0,36.0,106691.0,2.0,1,1,1,1.0,24.65,0,0,8.549999999999997,115.0,Tesla_Model_S_2015,11,1,26
10677,49.0,6.79,107485.0,3.0,1,0,1,1.0,13.06,0,0,-0.4399999999999995,52.0,Tesla_Model_S_2015,4,2,27
17038,88.0,2.56,4436.0,3.0,1,0,0,2.0,14.46,0,0,2.305746737554374,17.7,Tesla_Model_S_2015,12,6,24
20097,35.0,6.0,78476.0,2.0,1,1,1,1.0,13.64,0,0,1.1400000000000006,44.0,Tesla_Model_S_2015,9,2,21
11410,85.0,2.7,29221.0,3.0,1,1,0,2.0,8.2,0,0,-4.5,33.0,Tesla_Model_S_2015,7,5,9
20030,35.0,9.6,53626.0,3.0,1,1,1,1.0,14.33,0,1,1.83,67.0,Tesla_Model_S_2015,9,1,29
14236,49.0,6.58,3446.0,3.0,0,0,1,1.0,12.11,0,0,-0.3900000000000005,15.7,Tesla_Model_S_2015,9,0,16
21997,132.0,6.6,76959.0,1.0,1,1,1,1.0,17.46,0,1,0.8599999999999994,53.0,Tesla_Model_S_2015,1,3,30
20360,35.0,7.2,82152.0,2.0,1,1,1,3.0,16.74,0,1,4.239999999999998,43.0,Tesla_Model_S_2015,11,0,14
18953,35.0,10.0,52558.0,3.0,1,0,1,1.0,12.99,0,0,0.4900000000000002,77.0,Tesla_Model_S_2015,9,6,13
22145,278.0,17.0,21461.0,2.0,1,0,1,1.0,27.58,0,0,11.479999999999997,65.0,Tesla_Model_S_2015,12,0,19
17715,35.0,6.3,58424.0,2.0,1,1,1,1.0,15.0,0,1,2.5,42.0,Tesla_Model_S_2015,12,1,1
19409,35.0,12.7,85982.0,2.0,1,1,1,1.0,17.64,0,1,5.140000000000001,72.0,Tesla_Model_S_2015,1,5,14
1692,278.0,41.0,39178.0,3.0,1,1,1,1.0,23.06,0,0,6.959999999999997,167.0,Tesla_Model_S_2015,9,0,4
21385,132.0,10.96,45680.0,3.0,1,0,1,2.0,15.31,0,0,-1.290000000000001,54.0,Tesla_Model_S_2015,8,3,23
21312,132.0,25.34,30899.0,3.0,1,1,0,2.0,22.7,0,1,6.099999999999998,124.0,Tesla_Model_S_2015,12,1,26
6415,85.0,9.28,18905.0,3.0,0,1,0,1.0,12.8,0,0,0.1000000000000014,103.0,Tesla_Model_S_2015,8,0,21
2268,278.0,37.0,139118.0,2.0,0,1,0,1.0,26.61,0,0,10.509999999999998,148.0,Tesla_Model_S_2015,11,6,7
10885,49.0,5.85,129565.0,3.0,1,0,1,1.0,12.21,0,0,-1.2899999999999991,47.9,Tesla_Model_S_2015,4,4,7
20692,35.0,11.5,125687.0,2.0,1,1,1,1.0,14.2,0,1,1.6999999999999993,81.0,Tesla_Model_S_2015,10,1,30
9848,49.0,8.6,144303.0,3.0,0,1,0,1.0,10.31,0,0,-3.1899999999999995,40.5,Tesla_Model_S_2015,9,1,26
13256,85.0,36.4,89648.0,2.0,0,1,0,2.0,15.1,0,0,2.4000000000000004,241.0,Tesla_Model_S_2015,3,6,10
9301,49.0,4.0,103696.0,2.0,1,1,1,1.0,14.01,0,0,0.5099999999999998,56.7,Tesla_Model_S_2015,2,5,13
1466,278.0,35.0,151216.0,3.0,1,1,1,1.0,21.56,0,0,5.459999999999997,75.0,Tesla_Model_S_2015,9,6,11
18187,35.0,6.6,163745.0,3.0,1,0,1,1.0,13.47,0,0,0.9700000000000006,49.0,Tesla_Model_S_2015,7,2,22
19890,35.0,5.4,77673.0,2.0,1,1,1,2.0,12.56,0,0,0.0600000000000005,43.0,Tesla_Model_S_2015,9,4,9
17445,88.0,18.36,40695.0,3.0,1,1,1,2.0,14.82,0,0,2.305746737554374,123.9,Tesla_Model_S_2015,12,2,4
14764,49.0,6.41,8991.0,2.0,0,1,0,1.0,16.22,0,0,3.719999999999999,55.7,Tesla_Model_S_2015,12,6,1
8751,49.0,3.4,151477.0,2.0,1,0,1,1.0,14.95,0,0,1.4499999999999993,17.6,Tesla_Model_S_2015,2,6,18
21845,132.0,6.0,45152.0,3.0,1,0,1,2.0,15.24,0,0,-1.3600000000000012,64.0,Tesla_Model_S_2015,8,2,1
10582,49.0,2.51,180751.0,3.0,0,1,0,1.0,11.73,0,0,-1.7699999999999996,18.4,Tesla_Model_S_2015,4,6,7
7758,80.0,9.19,77220.0,3.0,1,0,1,2.0,14.97,0,0,-0.0299999999999993,104.0,Tesla_Model_S_2015,6,6,19
14915,49.0,5.5,26369.0,3.0,1,0,1,1.0,11.46,0,0,-1.0399999999999991,48.0,Tesla_Model_S_2015,8,1,25
7595,80.0,8.19,14169.0,2.0,0,0,1,1.0,14.1,0,0,-0.9000000000000004,48.0,Tesla_Model_S_2015,5,0,13
10116,49.0,5.5,152482.0,2.0,1,0,1,1.0,13.74,0,0,0.2400000000000002,60.9,Tesla_Model_S_2015,3,0,12
18752,35.0,4.8,101880.0,3.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,Tesla_Model_S_2015,9,2,20
1421,278.0,12.0,113738.0,2.0,1,1,1,1.0,23.95,0,0,7.849999999999998,74.0,Tesla_Model_S_2015,3,6,1
1468,278.0,11.0,33157.0,3.0,0,0,1,1.0,19.0,0,0,2.8999999999999986,20.0,Tesla_Model_S_2015,5,5,27
23027,278.0,27.0,53854.0,2.0,1,1,1,1.0,26.0,0,0,9.9,143.0,Tesla_Model_S_2015,3,4,16
17763,35.0,8.3,109944.0,2.0,1,1,1,1.0,19.76,0,1,7.260000000000002,42.0,Tesla_Model_S_2015,3,3,1
21156,132.0,8.77,88504.0,3.0,1,0,1,1.0,19.08,0,0,2.479999999999997,47.0,Tesla_Model_S_2015,4,6,11
2564,278.0,23.0,140803.0,2.0,0,0,1,1.0,28.34,0,0,12.239999999999998,53.0,Tesla_Model_S_2015,12,4,31
14880,49.0,11.3,46688.0,3.0,1,0,1,1.0,12.18,0,0,-0.3200000000000003,92.8,Tesla_Model_S_2015,9,3,2
9561,49.0,11.0,98391.0,3.0,0,1,1,3.0,16.37,0,0,2.870000000000001,67.2,Tesla_Model_S_2015,11,0,16
20218,35.0,5.7,91935.0,3.0,1,1,1,1.0,13.9,0,0,1.4000000000000004,41.0,Tesla_Model_S_2015,4,4,7
20381,35.0,6.3,68116.0,2.0,1,1,1,1.0,15.0,0,0,2.5,42.0,Tesla_Model_S_2015,4,2,20
9667,49.0,5.38,49778.0,3.0,1,0,1,1.0,12.19,0,0,-1.3100000000000005,49.1,Tesla_Model_S_2015,9,5,28
17535,88.0,15.13,9483.0,3.0,1,1,1,2.0,12.7,0,0,2.305746737554374,119.1,Tesla_Model_S_2015,4,0,16
21239,132.0,4.02,67657.0,3.0,1,0,0,2.0,13.6,0,0,-3.0000000000000018,23.0,Tesla_Model_S_2015,8,5,10
17031,88.0,16.4,25689.0,3.0,1,1,1,2.0,12.9,0,0,2.305746737554374,127.1,Tesla_Model_S_2015,2,2,13
10093,49.0,4.99,159072.0,3.0,0,1,0,1.0,10.54,0,0,-2.960000000000001,52.1,Tesla_Model_S_2015,6,1,5
11016,49.0,12.51,97529.0,3.0,1,0,1,1.0,12.22,0,0,-1.2799999999999994,102.4,Tesla_Model_S_2015,10,2,28
19040,35.0,8.4,171971.0,2.0,1,0,1,1.0,15.56,0,1,3.0600000000000005,54.0,Tesla_Model_S_2015,12,2,30
10251,49.0,13.33,56381.0,2.0,1,0,1,1.0,13.7,0,0,0.1999999999999993,97.3,Tesla_Model_S_2015,1,4,24
21286,132.0,6.34,105989.0,3.0,1,0,0,1.0,15.85,0,0,-0.7500000000000018,40.0,Tesla_Model_S_2015,5,5,7
7346,85.0,6.7,69487.0,3.0,0,1,0,1.0,11.6,0,0,-1.0999999999999996,76.0,Tesla_Model_S_2015,9,0,3
22495,278.0,46.0,109246.0,2.0,0,1,0,1.0,25.75,0,0,9.65,214.0,Tesla_Model_S_2015,1,6,12
16674,88.0,17.81,8434.0,3.0,0,0,0,2.0,14.19,0,0,2.305746737554374,125.5,Tesla_Model_S_2015,3,3,22
19167,35.0,7.8,65063.0,2.0,1,1,1,1.0,16.6,0,1,4.100000000000001,47.0,Tesla_Model_S_2015,3,0,7
19879,35.0,6.2,27648.0,3.0,1,1,1,1.0,14.76,0,0,2.26,42.0,Tesla_Model_S_2015,9,0,1
22874,278.0,22.0,74999.0,2.0,1,0,1,1.0,25.29,0,0,9.189999999999998,104.0,Tesla_Model_S_2015,11,0,12
1630,278.0,10.0,112238.0,2.0,1,0,1,1.0,23.99,0,0,7.889999999999997,58.0,Tesla_Model_S_2015,2,2,12
8745,49.0,7.79,99287.0,2.0,1,0,1,1.0,15.04,0,1,1.5399999999999991,51.8,Tesla_Model_S_2015,12,5,5
23333,278.0,19.0,80673.0,2.0,0,1,0,1.0,25.31,0,0,9.209999999999996,155.0,Tesla_Model_S_2015,2,1,5
11565,85.0,3.6,25246.0,3.0,1,0,1,1.0,9.6,0,0,-3.1,35.0,Tesla_Model_S_2015,5,0,2
7416,85.0,3.18,29466.0,2.0,1,0,0,2.0,18.5,0,1,5.800000000000001,6.0,Tesla_Model_S_2015,11,3,9
21432,132.0,3.22,87993.0,3.0,1,0,0,2.0,20.13,0,0,3.5299999999999976,16.0,Tesla_Model_S_2015,3,5,27
1702,278.0,36.0,144343.0,2.0,1,0,1,1.0,23.39,0,0,7.289999999999999,108.0,Tesla_Model_S_2015,3,2,23
23312,278.0,76.0,57593.0,3.0,0,0,1,1.0,18.18,0,0,2.0799999999999983,418.0,Tesla_Model_S_2015,5,1,15
18873,35.0,5.4,164328.0,3.0,1,1,1,1.0,12.86,1,0,0.3599999999999994,42.0,Tesla_Model_S_2015,7,4,31
7467,80.0,5.7,78648.0,3.0,1,0,1,2.0,13.33,0,0,-1.67,64.0,Tesla_Model_S_2015,7,2,20
2317,278.0,19.0,114132.0,2.0,1,0,1,1.0,23.95,0,0,7.849999999999998,85.0,Tesla_Model_S_2015,3,2,11
7784,80.0,4.0,53082.0,3.0,0,0,1,2.0,20.79,0,0,5.789999999999999,8.0,Tesla_Model_S_2015,10,5,17
1722,278.0,20.0,75819.0,2.0,1,0,1,1.0,24.89,0,0,8.79,68.0,Tesla_Model_S_2015,11,0,26
10873,49.0,7.12,172238.0,3.0,1,0,1,1.0,14.44,0,0,0.9399999999999996,49.3,Tesla_Model_S_2015,11,4,2
21238,132.0,22.0,100670.0,1.0,0,1,1,1.0,18.03,0,1,1.4299999999999995,122.0,Tesla_Model_S_2015,11,5,20
14673,49.0,7.74,19645.0,3.0,0,1,1,3.0,15.13,0,0,2.630000000000001,67.7,Tesla_Model_S_2015,5,4,22
2336,278.0,4.0,30870.0,3.0,1,0,1,1.0,19.05,0,0,2.95,21.0,Tesla_Model_S_2015,5,3,4
10633,49.0,4.39,166488.0,3.0,0,1,0,1.0,11.66,0,0,-1.84,36.5,Tesla_Model_S_2015,9,6,2
9312,49.0,5.4,52307.0,3.0,1,1,1,1.0,12.8,0,0,-0.6999999999999993,72.5,Tesla_Model_S_2015,11,6,3
17519,88.0,13.87,8036.0,3.0,1,1,0,2.0,12.86,0,0,2.305746737554374,107.8,Tesla_Model_S_2015,3,1,13
14500,49.0,6.79,50540.0,3.0,0,1,1,1.0,12.48,0,0,-0.0199999999999995,42.8,Tesla_Model_S_2015,10,6,10
9679,49.0,4.8,139450.0,3.0,1,0,1,1.0,12.47,0,0,-1.0299999999999994,56.0,Tesla_Model_S_2015,8,4,4
8359,49.0,7.1,181044.0,3.0,1,0,1,1.0,14.73,0,0,1.2300000000000004,48.2,Tesla_Model_S_2015,4,3,11
8568,49.0,12.0,2116.0,3.0,1,1,1,1.0,13.64,0,0,0.1400000000000005,88.0,Tesla_Model_S_2015,6,5,25
17903,35.0,5.5,77419.0,2.0,1,1,1,1.0,12.79,0,0,0.2899999999999991,43.0,Tesla_Model_S_2015,9,2,7
17888,35.0,4.9,72219.0,2.0,1,1,1,1.0,11.67,0,0,-0.8300000000000001,42.0,Tesla_Model_S_2015,6,4,17
21815,132.0,7.5,67480.0,3.0,1,0,1,2.0,13.54,0,0,-3.0600000000000023,83.0,Tesla_Model_S_2015,8,1,6
16788,88.0,4.22,52993.0,3.0,1,0,0,2.0,13.8,0,0,2.305746737554374,30.6,Tesla_Model_S_2015,12,4,18
19650,35.0,5.8,156059.0,2.0,1,1,1,1.0,13.49,0,1,0.9900000000000002,43.0,Tesla_Model_S_2015,2,1,25
7492,80.0,19.59,13827.0,2.0,0,0,1,1.0,16.74,0,0,1.7399999999999984,117.0,Tesla_Model_S_2015,5,6,5
18469,35.0,11.2,48204.0,3.0,1,0,1,1.0,13.83,1,0,1.33,81.0,Tesla_Model_S_2015,7,6,5
23272,278.0,20.0,139795.0,2.0,0,0,1,1.0,26.61,0,0,10.509999999999998,65.0,Tesla_Model_S_2015,11,5,27
8645,49.0,8.41,124138.0,2.0,1,0,1,1.0,15.35,0,0,1.85,54.8,Tesla_Model_S_2015,1,0,2
