,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),user_id,month,weekday,day
23062,278.0,26.0,115080.0,3.0,1,1,1,1.0,23.95,0,0,7.849999999999998,114.0,Tesla_Model_S_2015,4,3,23
7871,80.0,22.92,59608.0,2.0,0,1,1,2.0,19.12,0,0,4.120000000000001,112.0,Tesla_Model_S_2015,4,5,17
21917,132.0,6.3,55288.0,1.0,1,0,1,1.0,26.8,0,1,10.2,20.0,Tesla_Model_S_2015,1,5,12
21868,132.0,9.12,82221.0,3.0,1,0,1,1.0,19.56,0,0,2.9599999999999973,61.0,Tesla_Model_S_2015,9,2,30
17255,88.0,6.49,26891.0,3.0,1,0,0,2.0,16.8,0,0,2.305746737554374,38.6,Tesla_Model_S_2015,3,1,5
18252,35.0,4.6,180910.0,3.0,1,1,1,2.0,11.22,0,0,-1.2799999999999994,41.0,Tesla_Model_S_2015,6,1,15
19694,35.0,4.8,24966.0,3.0,1,1,1,1.0,11.43,0,0,-1.0700000000000005,42.0,Tesla_Model_S_2015,7,4,18
20224,35.0,8.5,34762.0,2.0,1,0,0,1.0,23.61,0,1,11.11,36.0,Tesla_Model_S_2015,12,0,29
7957,80.0,15.6,33157.0,3.0,0,1,0,1.0,18.59,0,1,3.59,133.0,Tesla_Model_S_2015,4,0,6
19704,35.0,8.8,179596.0,3.0,1,1,1,1.0,17.25,0,1,4.75,51.0,Tesla_Model_S_2015,5,3,13
18723,35.0,6.6,151713.0,2.0,1,1,1,1.0,15.35,0,1,2.85,43.0,Tesla_Model_S_2015,12,3,12
10467,49.0,2.59,5232.0,3.0,1,0,1,1.0,12.13,1,0,-1.3699999999999992,19.9,Tesla_Model_S_2015,8,5,20
14690,49.0,10.74,70197.0,3.0,1,0,1,1.0,11.26,0,0,-1.2400000000000002,95.4,Tesla_Model_S_2015,9,3,1
22392,278.0,11.0,96923.0,3.0,1,1,1,1.0,19.21,0,0,3.1099999999999994,66.0,Tesla_Model_S_2015,7,2,17
20540,35.0,8.6,19081.0,3.0,0,0,1,3.0,15.09,0,0,2.59,57.0,Tesla_Model_S_2015,4,5,26
9392,49.0,1.8,166224.0,3.0,1,0,1,2.0,12.13,0,0,-1.3699999999999992,57.4,Tesla_Model_S_2015,9,5,1
22796,278.0,14.0,35171.0,3.0,1,0,1,1.0,19.68,0,0,3.5799999999999983,41.0,Tesla_Model_S_2015,6,0,12
6688,85.0,10.0,31939.0,2.0,0,1,0,2.0,18.1,0,1,5.400000000000002,46.0,Tesla_Model_S_2015,12,5,2
9961,49.0,12.17,97869.0,3.0,1,0,1,1.0,12.34,0,0,-1.16,98.6,Tesla_Model_S_2015,11,3,5
2620,278.0,21.0,147027.0,3.0,1,0,1,1.0,24.17,0,0,8.07,79.0,Tesla_Model_S_2015,5,5,28
18267,35.0,6.8,73766.0,2.0,1,1,1,3.0,15.81,1,0,3.3100000000000005,43.0,Tesla_Model_S_2015,7,1,5
23119,278.0,14.0,17185.0,2.0,1,0,1,1.0,20.0,0,0,3.899999999999999,70.0,Tesla_Model_S_2015,10,3,27
2066,278.0,28.0,139909.0,2.0,0,0,1,1.0,26.61,0,0,10.509999999999998,14.0,Tesla_Model_S_2015,12,4,3
21640,132.0,4.64,69273.0,3.0,1,1,1,1.0,18.39,0,0,1.7899999999999991,56.0,Tesla_Model_S_2015,9,1,3
7833,80.0,0.46,45936.0,3.0,0,1,0,1.0,15.87,1,0,0.8699999999999992,148.0,Tesla_Model_S_2015,7,6,12
21923,132.0,9.61,43927.0,3.0,1,1,1,1.0,16.22,0,0,-0.3800000000000025,176.0,Tesla_Model_S_2015,7,0,16
9569,49.0,6.0,145902.0,3.0,0,1,1,3.0,13.64,0,0,0.1400000000000005,78.3,Tesla_Model_S_2015,10,4,20
11134,49.0,7.3,123082.0,2.0,1,0,1,1.0,13.62,0,0,0.1199999999999992,53.6,Tesla_Model_S_2015,12,1,13
20560,35.0,4.7,101465.0,3.0,1,1,1,2.0,11.46,0,0,-1.0399999999999991,41.0,Tesla_Model_S_2015,9,3,14
7032,85.0,12.59,58712.0,3.0,0,1,0,2.0,12.3,0,0,-0.3999999999999986,89.0,Tesla_Model_S_2015,6,2,13
21725,132.0,15.7,27678.0,3.0,0,1,1,1.0,32.71,0,1,16.11,48.0,Tesla_Model_S_2015,11,1,14
20507,35.0,7.9,168023.0,2.0,1,1,1,3.0,17.17,0,1,4.670000000000002,46.0,Tesla_Model_S_2015,10,1,20
2080,278.0,30.0,127803.0,2.0,1,0,1,1.0,27.0,0,0,10.9,32.0,Tesla_Model_S_2015,1,2,6
20432,35.0,6.0,153384.0,2.0,1,1,1,1.0,13.95,0,1,1.4499999999999993,43.0,Tesla_Model_S_2015,1,3,16
9929,49.0,4.0,154626.0,3.0,0,1,0,1.0,12.73,0,0,-0.7699999999999996,48.6,Tesla_Model_S_2015,4,4,13
18458,35.0,6.6,124166.0,3.0,1,0,1,3.0,15.35,0,0,2.85,43.0,Tesla_Model_S_2015,10,3,4
17017,88.0,2.24,26312.0,3.0,1,0,0,2.0,12.66,0,0,2.305746737554374,17.7,Tesla_Model_S_2015,2,6,24
10122,49.0,10.46,115269.0,3.0,1,0,1,1.0,10.87,0,0,-2.630000000000001,96.2,Tesla_Model_S_2015,8,5,27
12302,85.0,3.4,45931.0,2.0,1,1,1,2.0,17.0,0,0,4.300000000000001,20.0,Tesla_Model_S_2015,4,4,21
7496,80.0,18.65,69774.0,2.0,1,0,1,2.0,17.4,0,1,2.3999999999999986,20.0,Tesla_Model_S_2015,12,5,25
7369,85.0,8.74,43592.0,2.0,0,1,0,1.0,28.7,0,1,16.0,1.0,Tesla_Model_S_2015,2,4,23
6569,85.0,3.57,80525.0,2.0,1,0,1,1.0,15.3,0,1,2.6000000000000014,59.0,Tesla_Model_S_2015,12,5,29
10911,49.0,5.5,164592.0,3.0,1,0,1,1.0,11.75,0,0,-1.75,46.8,Tesla_Model_S_2015,8,3,16
1478,278.0,8.0,124047.0,3.0,1,0,1,1.0,22.03,0,0,5.93,52.0,Tesla_Model_S_2015,10,1,6
2516,278.0,40.0,52952.0,2.0,1,1,1,1.0,28.44,0,0,12.34,58.0,Tesla_Model_S_2015,3,2,7
1805,278.0,40.0,69978.0,3.0,1,1,0,1.0,20.92,0,0,4.82,199.0,Tesla_Model_S_2015,9,3,13
8223,49.0,4.0,141936.0,3.0,1,0,1,1.0,11.9,0,0,-1.5999999999999996,33.6,Tesla_Model_S_2015,8,2,30
8165,49.0,7.4,149643.0,2.0,1,0,1,1.0,14.26,0,0,0.7599999999999998,51.9,Tesla_Model_S_2015,1,1,9
20690,35.0,5.8,25712.0,3.0,1,1,1,1.0,13.81,1,0,1.3100000000000005,42.0,Tesla_Model_S_2015,7,0,28
23202,278.0,40.0,52952.0,2.0,1,1,1,1.0,28.44,0,0,12.34,58.0,Tesla_Model_S_2015,3,2,7
14696,49.0,6.02,60186.0,2.0,1,0,1,1.0,13.12,0,0,0.6199999999999992,45.9,Tesla_Model_S_2015,3,1,22
19220,35.0,5.9,62975.0,2.0,1,1,1,1.0,14.05,0,1,1.5500000000000007,42.0,Tesla_Model_S_2015,2,0,8
14365,49.0,8.12,14252.0,2.0,1,0,1,1.0,15.41,0,0,2.91,52.7,Tesla_Model_S_2015,2,1,11
6497,85.0,14.2,98495.0,3.0,0,1,1,1.0,14.1,1,0,1.4000000000000004,92.0,Tesla_Model_S_2015,6,3,20
1709,278.0,8.0,80682.0,2.0,1,0,1,1.0,25.31,0,0,9.209999999999996,9.0,Tesla_Model_S_2015,2,3,7
17310,88.0,2.69,12430.0,3.0,1,0,0,2.0,10.45,0,0,2.305746737554374,25.8,Tesla_Model_S_2015,6,0,11
7850,80.0,7.46,55145.0,2.0,0,0,1,2.0,19.47,0,1,4.469999999999999,67.0,Tesla_Model_S_2015,12,0,7
10944,49.0,6.7,180949.0,3.0,1,0,1,1.0,14.05,0,0,0.5500000000000007,47.7,Tesla_Model_S_2015,4,1,9
7938,80.0,15.24,56620.0,2.0,0,0,1,2.0,17.2,0,1,2.2,51.0,Tesla_Model_S_2015,1,3,21
19648,35.0,10.2,154639.0,2.0,1,1,1,1.0,18.89,0,1,6.390000000000001,54.0,Tesla_Model_S_2015,2,2,5
20420,35.0,13.6,92764.0,3.0,1,1,1,1.0,16.59,0,1,4.09,82.0,Tesla_Model_S_2015,4,3,27
22367,278.0,9.0,123127.0,3.0,1,0,1,1.0,21.01,0,0,4.91,117.0,Tesla_Model_S_2015,9,4,18
19599,35.0,6.2,136478.0,3.0,1,1,1,1.0,14.76,0,0,2.26,42.0,Tesla_Model_S_2015,4,1,9
19292,35.0,5.7,29324.0,3.0,1,1,1,1.0,13.57,1,0,1.0700000000000005,42.0,Tesla_Model_S_2015,10,3,2
17769,35.0,7.0,82322.0,2.0,1,1,1,3.0,16.67,0,1,4.170000000000002,42.0,Tesla_Model_S_2015,11,2,16
16818,88.0,15.81,12851.0,3.0,0,0,0,2.0,12.28,0,0,2.305746737554374,128.8,Tesla_Model_S_2015,6,2,20
1628,278.0,16.0,22468.0,2.0,1,0,1,1.0,30.48,0,0,14.38,107.0,Tesla_Model_S_2015,1,5,7
7252,85.0,0.74,62385.0,3.0,0,1,0,2.0,11.9,0,0,-0.7999999999999989,92.0,Tesla_Model_S_2015,7,4,6
11670,85.0,18.5,47991.0,3.0,0,1,0,2.0,13.0,0,0,0.3000000000000007,142.0,Tesla_Model_S_2015,5,5,20
7007,85.0,7.22,65819.0,3.0,0,1,0,2.0,12.2,0,0,-0.5,18.0,Tesla_Model_S_2015,8,5,4
20815,132.0,25.5,99859.0,3.0,1,0,0,1.0,20.14,0,1,3.539999999999999,29.0,Tesla_Model_S_2015,11,5,13
19299,35.0,10.3,74828.0,2.0,1,0,1,3.0,14.51,0,0,2.01,71.0,Tesla_Model_S_2015,7,6,17
14684,49.0,11.46,56053.0,2.0,1,1,1,1.0,15.02,0,0,2.52,76.3,Tesla_Model_S_2015,12,1,28
21954,132.0,6.95,86883.0,1.0,1,0,0,1.0,20.78,0,1,4.18,14.0,Tesla_Model_S_2015,2,0,1
7425,85.0,8.29,90430.0,3.0,0,1,1,1.0,13.6,0,0,0.9000000000000004,84.0,Tesla_Model_S_2015,4,3,25
12181,85.0,14.52,13789.0,3.0,1,1,1,2.0,13.2,0,0,0.5,110.0,Tesla_Model_S_2015,9,5,19
12006,85.0,0.6,40135.0,2.0,1,0,0,1.0,15.0,0,0,2.3000000000000007,4.0,Tesla_Model_S_2015,12,3,29
7742,80.0,13.37,71854.0,2.0,1,0,1,2.0,14.92,0,1,-0.08,115.0,Tesla_Model_S_2015,2,2,16
14589,49.0,6.31,24686.0,3.0,0,1,1,3.0,11.82,0,0,-0.6799999999999997,21.8,Tesla_Model_S_2015,7,5,25
14465,49.0,7.44,69209.0,3.0,0,1,1,1.0,11.87,1,0,-0.6300000000000008,62.7,Tesla_Model_S_2015,8,6,14
16577,88.0,5.68,4478.0,3.0,1,0,0,2.0,14.12,0,0,2.305746737554374,40.2,Tesla_Model_S_2015,12,2,27
10449,49.0,6.24,145428.0,3.0,0,1,1,1.0,12.41,0,0,-1.09,65.2,Tesla_Model_S_2015,10,6,15
16972,88.0,7.65,5808.0,3.0,0,0,0,2.0,12.85,0,0,2.305746737554374,59.6,Tesla_Model_S_2015,1,2,24
10724,49.0,7.0,150139.0,2.0,1,0,1,1.0,14.17,0,0,0.6699999999999999,49.4,Tesla_Model_S_2015,1,3,18
22842,278.0,44.0,70168.0,3.0,0,1,0,1.0,20.92,0,0,4.82,190.0,Tesla_Model_S_2015,9,3,13
20232,35.0,8.6,85574.0,2.0,1,0,0,1.0,30.71,0,1,18.21,28.0,Tesla_Model_S_2015,1,0,9
18037,35.0,13.5,127361.0,2.0,1,1,1,1.0,18.24,0,1,5.739999999999998,74.0,Tesla_Model_S_2015,11,0,26
12505,85.0,1.62,8213.0,3.0,1,1,1,2.0,8.1,1,0,-4.6,20.0,Tesla_Model_S_2015,6,2,17
17786,35.0,5.1,67842.0,2.0,1,1,1,1.0,12.14,0,0,-0.3599999999999994,42.0,Tesla_Model_S_2015,4,4,15
11378,85.0,2.68,16542.0,2.0,1,0,1,1.0,11.2,0,0,-1.5,24.0,Tesla_Model_S_2015,12,1,1
7398,85.0,5.1,87278.0,2.0,0,0,1,2.0,12.6,0,0,-0.0999999999999996,123.0,Tesla_Model_S_2015,4,3,4
2004,278.0,37.0,48512.0,2.0,1,0,1,1.0,26.41,0,0,10.31,63.0,Tesla_Model_S_2015,1,4,19
21258,132.0,1.74,105623.0,3.0,1,1,1,3.0,17.38,0,0,0.7799999999999976,70.0,Tesla_Model_S_2015,4,2,27
19305,35.0,6.1,121239.0,3.0,1,1,1,1.0,13.56,0,0,1.0600000000000005,45.0,Tesla_Model_S_2015,8,3,23
16894,88.0,4.8,7762.0,3.0,1,0,0,2.0,14.91,0,0,2.305746737554374,32.2,Tesla_Model_S_2015,3,1,6
18093,35.0,8.8,174475.0,2.0,1,1,1,1.0,20.95,0,1,8.45,42.0,Tesla_Model_S_2015,2,1,16
14094,49.0,8.54,23969.0,3.0,1,1,1,3.0,12.58,0,0,0.08,69.1,Tesla_Model_S_2015,7,6,12
20561,35.0,5.5,74566.0,2.0,1,1,1,3.0,13.1,0,0,0.5999999999999996,42.0,Tesla_Model_S_2015,7,3,14
8691,49.0,12.58,31361.0,3.0,1,0,1,1.0,12.14,0,0,-1.3599999999999994,103.6,Tesla_Model_S_2015,10,0,8
18572,35.0,5.4,49111.0,3.0,0,0,1,1.0,15.0,1,0,2.5,36.0,Tesla_Model_S_2015,7,6,19
10860,49.0,4.55,180593.0,3.0,0,1,0,1.0,11.73,0,0,-1.7699999999999996,34.5,Tesla_Model_S_2015,4,6,7
21427,132.0,7.0,53531.0,1.0,1,0,1,2.0,17.48,0,0,0.879999999999999,37.0,Tesla_Model_S_2015,12,2,12
6987,85.0,6.14,51637.0,3.0,1,1,0,2.0,12.3,0,0,-0.3999999999999986,76.0,Tesla_Model_S_2015,4,3,19
6624,85.0,18.5,114889.0,3.0,0,1,1,2.0,14.8,0,1,2.1000000000000014,75.0,Tesla_Model_S_2015,10,3,3
14181,49.0,6.27,59108.0,2.0,1,0,1,1.0,13.51,0,0,1.0099999999999998,50.1,Tesla_Model_S_2015,2,0,28
17775,35.0,9.0,86630.0,2.0,1,1,1,1.0,21.43,0,1,8.93,42.0,Tesla_Model_S_2015,1,1,24
10037,49.0,3.2,166388.0,3.0,0,1,0,1.0,11.66,0,0,-1.84,31.0,Tesla_Model_S_2015,9,6,2
19847,35.0,8.5,36970.0,2.0,1,1,1,1.0,19.77,0,1,7.27,43.0,Tesla_Model_S_2015,1,5,31
21790,132.0,9.3,32374.0,3.0,1,1,0,2.0,27.35,0,1,10.75,34.0,Tesla_Model_S_2015,1,0,15
18333,35.0,15.8,87824.0,2.0,1,1,1,1.0,19.04,0,1,6.539999999999999,83.0,Tesla_Model_S_2015,2,3,9
20770,132.0,5.74,87428.0,1.0,1,0,1,1.0,17.52,0,0,0.9199999999999982,33.0,Tesla_Model_S_2015,2,6,21
21776,132.0,4.1,105253.0,3.0,1,0,1,2.0,24.04,0,0,7.439999999999998,33.0,Tesla_Model_S_2015,4,0,4
15044,49.0,14.33,70704.0,3.0,1,1,1,1.0,12.01,0,0,-0.4900000000000002,119.3,Tesla_Model_S_2015,9,0,12
14741,49.0,4.67,10355.0,2.0,0,1,0,1.0,15.35,0,0,2.85,33.2,Tesla_Model_S_2015,12,0,9
16694,88.0,1.43,15334.0,3.0,0,0,0,2.0,11.11,0,0,2.305746737554374,12.9,Tesla_Model_S_2015,8,4,31
23078,278.0,47.0,108780.0,2.0,1,1,1,1.0,26.51,0,0,10.41,13.0,Tesla_Model_S_2015,1,4,10
21089,132.0,1.39,99737.0,3.0,1,0,0,1.0,20.14,0,1,3.539999999999999,11.0,Tesla_Model_S_2015,11,1,9
8832,49.0,5.65,137447.0,3.0,1,0,1,1.0,11.65,0,0,-1.85,48.5,Tesla_Model_S_2015,7,1,11
11004,49.0,6.63,188275.0,3.0,1,0,1,1.0,11.96,0,0,-1.5399999999999991,52.6,Tesla_Model_S_2015,7,1,30
8029,80.0,18.04,79937.0,3.0,1,0,1,2.0,14.9,0,0,-0.0999999999999996,104.0,Tesla_Model_S_2015,8,5,20
9653,49.0,13.42,37776.0,2.0,1,0,1,1.0,13.9,0,0,0.4000000000000003,97.6,Tesla_Model_S_2015,2,2,20
8958,49.0,14.7,11830.0,2.0,1,0,1,1.0,15.14,0,0,1.6400000000000006,97.1,Tesla_Model_S_2015,12,4,23
2313,278.0,40.0,25942.0,2.0,1,0,1,1.0,23.65,0,0,7.549999999999997,197.0,Tesla_Model_S_2015,3,3,2
6245,85.0,15.3,86029.0,2.0,0,1,1,2.0,14.2,0,0,1.5,97.0,Tesla_Model_S_2015,3,2,27
6083,85.0,4.09,37718.0,2.0,1,0,0,2.0,25.0,0,1,12.3,2.0,Tesla_Model_S_2015,1,5,13
1870,278.0,13.63,130776.0,3.0,0,0,1,1.0,21.27,0,0,5.169999999999998,57.0,Tesla_Model_S_2015,6,5,12
1757,278.0,5.0,56624.0,3.0,1,1,1,1.0,21.77,0,0,5.669999999999998,134.0,Tesla_Model_S_2015,5,4,4
17464,88.0,13.47,14424.0,3.0,1,1,1,2.0,11.47,0,0,2.305746737554374,117.5,Tesla_Model_S_2015,8,3,9
18376,35.0,10.1,27765.0,3.0,1,1,1,1.0,13.47,0,0,0.9700000000000006,75.0,Tesla_Model_S_2015,9,2,3
17732,35.0,7.8,153158.0,2.0,1,1,1,1.0,18.14,0,1,5.640000000000001,43.0,Tesla_Model_S_2015,1,1,14
14914,49.0,12.28,51763.0,3.0,1,0,1,1.0,13.18,0,0,0.6799999999999997,99.4,Tesla_Model_S_2015,10,2,27
19906,35.0,5.8,148880.0,2.0,1,1,1,1.0,13.49,0,1,0.9900000000000002,43.0,Tesla_Model_S_2015,11,1,5
17382,88.0,17.03,35793.0,3.0,1,1,1,2.0,10.91,0,0,2.305746737554374,156.1,Tesla_Model_S_2015,9,2,11
7478,80.0,14.99,71077.0,2.0,1,0,1,2.0,25.95,0,1,10.95,6.0,Tesla_Model_S_2015,1,6,30
2497,278.0,10.43,132486.0,3.0,1,0,1,1.0,22.27,0,0,6.169999999999998,56.0,Tesla_Model_S_2015,7,5,17
14958,49.0,6.42,55263.0,2.0,1,0,1,1.0,13.72,0,0,1.2200000000000006,46.8,Tesla_Model_S_2015,12,2,15
17178,88.0,37.36,27139.0,3.0,0,1,0,2.0,13.98,0,0,2.305746737554374,267.2,Tesla_Model_S_2015,3,3,7
10682,49.0,10.0,123403.0,2.0,0,1,1,1.0,14.6,0,0,1.0999999999999996,67.1,Tesla_Model_S_2015,12,6,18
17340,88.0,3.33,38366.0,3.0,1,0,0,2.0,12.93,0,0,2.305746737554374,25.8,Tesla_Model_S_2015,10,6,27
7520,80.0,4.35,75655.0,3.0,1,0,1,2.0,15.14,0,0,0.1400000000000005,5.0,Tesla_Model_S_2015,5,6,22
20803,132.0,4.8,108156.0,3.0,1,0,0,2.0,21.82,0,0,5.219999999999999,22.0,Tesla_Model_S_2015,7,2,13
18321,35.0,14.1,56526.0,2.0,1,0,1,3.0,16.79,0,0,4.289999999999999,84.0,Tesla_Model_S_2015,11,0,9
9706,49.0,8.7,152167.0,2.0,1,0,0,2.0,14.02,0,0,0.5199999999999996,1.0,Tesla_Model_S_2015,3,6,4
14499,49.0,5.16,25676.0,3.0,1,0,1,1.0,11.19,0,0,-1.3100000000000005,46.1,Tesla_Model_S_2015,8,3,13
14040,49.0,5.86,62283.0,3.0,1,0,1,1.0,12.03,0,0,-0.4700000000000006,48.7,Tesla_Model_S_2015,4,4,29
19343,35.0,5.8,136562.0,3.0,1,1,1,1.0,13.49,0,0,0.9900000000000002,43.0,Tesla_Model_S_2015,4,2,10
17929,35.0,12.1,79790.0,2.0,1,0,1,3.0,15.13,0,0,2.630000000000001,80.0,Tesla_Model_S_2015,10,0,10
2088,278.0,40.0,28678.0,2.0,1,1,1,1.0,21.45,0,0,5.349999999999998,61.0,Tesla_Model_S_2015,3,0,27
19983,35.0,6.4,120508.0,3.0,0,0,1,3.0,14.55,0,0,2.0500000000000007,44.0,Tesla_Model_S_2015,7,4,27
20441,35.0,6.5,104022.0,2.0,1,1,1,1.0,15.12,0,1,2.619999999999999,43.0,Tesla_Model_S_2015,10,2,25
14642,49.0,11.6,68150.0,3.0,1,1,1,1.0,12.15,1,0,-0.3499999999999996,95.5,Tesla_Model_S_2015,7,0,25
18126,35.0,7.9,149805.0,2.0,1,1,1,1.0,18.37,0,1,5.870000000000001,43.0,Tesla_Model_S_2015,11,1,19
2390,278.0,13.41,133403.0,3.0,1,0,1,1.0,25.19,0,0,9.09,38.0,Tesla_Model_S_2015,8,4,6
18905,35.0,13.5,176553.0,2.0,1,1,1,1.0,18.75,0,1,6.25,72.0,Tesla_Model_S_2015,3,0,22
6327,85.0,13.54,86644.0,2.0,0,1,1,2.0,14.1,0,0,1.4000000000000004,96.0,Tesla_Model_S_2015,4,0,1
7535,80.0,5.68,71595.0,2.0,1,0,1,2.0,22.66,0,1,7.66,49.0,Tesla_Model_S_2015,2,2,9
23216,278.0,29.0,140110.0,2.0,0,0,1,1.0,28.46,0,0,12.36,41.0,Tesla_Model_S_2015,12,2,8
14210,49.0,6.2,2231.0,3.0,1,0,1,1.0,12.68,0,0,0.1799999999999997,48.9,Tesla_Model_S_2015,9,0,9
22556,278.0,13.63,130776.0,3.0,0,0,1,1.0,21.27,0,0,5.169999999999998,57.0,Tesla_Model_S_2015,6,5,12
16782,88.0,17.89,34841.0,3.0,1,1,1,2.0,12.22,0,0,2.305746737554374,146.5,Tesla_Model_S_2015,8,2,14
10788,49.0,6.42,146084.0,3.0,0,1,1,1.0,11.77,0,0,-1.7300000000000004,60.4,Tesla_Model_S_2015,10,6,22
19502,35.0,5.4,161679.0,3.0,1,1,1,3.0,12.56,0,0,0.0600000000000005,43.0,Tesla_Model_S_2015,6,0,22
7689,80.0,13.1,53729.0,3.0,0,0,1,2.0,18.34,0,0,3.34,78.0,Tesla_Model_S_2015,11,6,1
8355,49.0,7.1,177909.0,2.0,1,0,1,1.0,13.98,0,0,0.4800000000000004,50.8,Tesla_Model_S_2015,2,1,26
7734,80.0,3.0,25156.0,2.0,1,0,1,1.0,17.08,1,0,2.0799999999999983,232.0,Tesla_Model_S_2015,11,5,30
18968,35.0,7.5,33656.0,2.0,1,1,1,1.0,17.86,0,1,5.359999999999999,42.0,Tesla_Model_S_2015,12,1,9
10542,49.0,7.1,25348.0,3.0,1,1,1,1.0,11.87,0,0,-1.6300000000000008,76.8,Tesla_Model_S_2015,7,6,8
11264,85.0,3.3,54162.0,3.0,1,1,1,2.0,17.4,0,0,4.699999999999999,19.0,Tesla_Model_S_2015,8,2,30
10687,49.0,6.76,125242.0,2.0,1,0,1,1.0,14.15,0,0,0.6500000000000004,47.1,Tesla_Model_S_2015,1,4,27
20575,35.0,8.6,176166.0,2.0,1,1,1,1.0,17.92,0,1,5.420000000000002,48.0,Tesla_Model_S_2015,3,5,13
9670,49.0,5.67,185779.0,3.0,1,1,0,1.0,12.38,0,0,-1.1199999999999992,80.5,Tesla_Model_S_2015,6,3,20
20618,35.0,6.4,56740.0,2.0,1,1,1,1.0,15.24,0,1,2.74,42.0,Tesla_Model_S_2015,11,2,11
18900,35.0,9.0,129847.0,2.0,1,0,1,1.0,21.43,0,1,8.93,42.0,Tesla_Model_S_2015,1,0,7
9596,49.0,7.95,73287.0,3.0,1,0,1,1.0,10.43,0,0,-3.0700000000000003,38.6,Tesla_Model_S_2015,10,6,12
20975,132.0,30.0,59006.0,1.0,1,0,1,1.0,16.62,0,0,0.0199999999999995,41.0,Tesla_Model_S_2015,3,5,16
9576,49.0,9.0,116201.0,3.0,0,1,0,1.0,11.44,0,0,-2.0600000000000005,58.3,Tesla_Model_S_2015,9,2,7
17169,88.0,4.8,8517.0,3.0,0,0,0,2.0,12.43,0,0,2.305746737554374,38.6,Tesla_Model_S_2015,3,6,25
6713,85.0,17.11,41802.0,2.0,0,1,0,2.0,18.1,0,1,5.400000000000002,93.0,Tesla_Model_S_2015,2,6,11
21540,132.0,7.0,78013.0,1.0,1,0,1,1.0,13.54,0,0,-3.0600000000000023,75.0,Tesla_Model_S_2015,2,1,18
11844,85.0,5.19,28054.0,3.0,0,1,1,2.0,11.8,0,0,-0.8999999999999986,44.0,Tesla_Model_S_2015,6,6,12
6324,85.0,16.34,35086.0,2.0,0,0,1,2.0,18.4,0,1,5.699999999999999,32.0,Tesla_Model_S_2015,12,6,24
7894,80.0,11.99,67877.0,3.0,1,0,1,2.0,6.43,0,0,-8.57,225.0,Tesla_Model_S_2015,11,1,16
18380,35.0,7.2,58720.0,2.0,1,1,1,3.0,17.14,0,1,4.640000000000001,42.0,Tesla_Model_S_2015,12,4,4
18591,35.0,2.7,154012.0,2.0,1,0,0,1.0,30.0,0,1,17.5,9.0,Tesla_Model_S_2015,1,0,27
19625,35.0,7.0,29712.0,3.0,1,1,1,3.0,16.67,1,0,4.170000000000002,42.0,Tesla_Model_S_2015,10,3,9
2357,278.0,52.0,97207.0,3.0,0,1,0,1.0,19.21,0,0,3.1099999999999994,116.0,Tesla_Model_S_2015,7,3,18
2585,278.0,56.0,24391.0,2.0,1,1,1,1.0,25.9,0,0,9.799999999999995,254.0,Tesla_Model_S_2015,2,2,8
9707,49.0,5.9,112493.0,3.0,1,0,1,1.0,12.22,0,0,-1.2799999999999994,48.3,Tesla_Model_S_2015,7,4,15
17202,88.0,3.93,28316.0,3.0,1,0,0,2.0,13.57,0,0,2.305746737554374,29.0,Tesla_Model_S_2015,4,1,2
14354,49.0,10.05,13200.0,2.0,0,1,1,3.0,15.13,0,0,2.630000000000001,50.2,Tesla_Model_S_2015,1,6,19
21814,132.0,7.03,102014.0,1.0,1,0,0,2.0,19.03,0,1,2.43,32.0,Tesla_Model_S_2015,12,3,23
18088,35.0,7.2,130578.0,2.0,1,1,1,1.0,17.14,0,1,4.640000000000001,42.0,Tesla_Model_S_2015,1,2,16
13065,85.0,2.7,5508.0,3.0,1,0,0,1.0,18.0,0,0,5.300000000000001,11.0,Tesla_Model_S_2015,5,1,19
9512,49.0,6.92,85257.0,3.0,1,0,1,1.0,11.22,0,0,-2.28,61.7,Tesla_Model_S_2015,5,4,15
10705,49.0,7.11,17628.0,3.0,1,1,1,1.0,12.76,0,0,-0.7400000000000002,55.7,Tesla_Model_S_2015,4,4,6
21137,132.0,25.34,70426.0,3.0,0,1,1,1.0,19.12,0,0,2.52,153.0,Tesla_Model_S_2015,9,5,21
22948,278.0,16.0,120468.0,3.0,1,0,1,1.0,21.59,0,0,5.489999999999998,53.0,Tesla_Model_S_2015,7,4,31
9694,49.0,5.87,128744.0,3.0,0,1,0,1.0,11.56,0,0,-1.9399999999999995,37.1,Tesla_Model_S_2015,3,6,26
20933,132.0,7.8,63592.0,3.0,1,0,1,2.0,15.12,0,0,-1.4800000000000022,78.0,Tesla_Model_S_2015,6,2,12
2453,278.0,17.0,9049.0,3.0,0,1,0,3.0,34.0,0,0,17.9,50.0,Tesla_Model_S_2015,6,2,22
21774,132.0,17.54,81191.0,3.0,1,1,1,3.0,18.1,0,0,1.5,146.0,Tesla_Model_S_2015,9,0,7
13261,85.0,5.75,36856.0,2.0,1,1,1,2.0,12.5,0,0,-0.1999999999999993,46.0,Tesla_Model_S_2015,11,2,23
2139,278.0,28.0,42624.0,2.0,1,1,1,1.0,24.8,0,0,8.7,113.0,Tesla_Model_S_2015,11,5,4
