,manufacturer,model,year,version,power(kW),odometer,quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,user_id,trip_distance(km),month,weekday,day
25035,Hyundai,IONIQ,2018,electric,88.0,28930.0,15.63,Electricity,3.0,0,1,1,2.0,12.3,1,0,,,,Tesla_Model_S_2015,162.0,8,0,12
30530,Tesla Motors,Model S,2015,Model S85,278.0,144343.0,36.0,Electricity,2.0,1,0,1,3.0,23.39,0,0,,7.289999999999999,,Tesla_Model_S_2015,108.0,3,2,23
10245,Volkswagen,Golf,2014,e-Golf,85.0,,1.6,Electricity,2.0,1,1,1,2.0,8.1,0,0,52.0,-4.6,,Tesla_Model_S_2015,20.0,4,4,28
9659,Volkswagen,Golf,2014,e-Golf,85.0,,1.2,Electricity,3.0,1,1,1,2.0,6.2,0,0,48.0,-6.499999999999999,,Tesla_Model_S_2015,19.0,7,2,4
11091,Volkswagen,Golf,2014,e-Golf,85.0,18847.0,0.37,Electricity,2.0,1,0,0,3.0,18.9,0,0,23.0,6.199999999999999,,Tesla_Model_S_2015,2.0,1,1,5
26476,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,126453.0,5.8,Electricity,2.0,1,1,1,3.0,13.81,0,1,,1.3100000000000005,,Tesla_Model_S_2015,42.0,11,1,13
27322,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,82787.0,6.3,Electricity,2.0,1,1,1,1.0,15.0,0,1,,2.5,,Tesla_Model_S_2015,42.0,11,1,22
3031,Hyundai,IONIQ,2018,Roadrunner,88.0,,12.94,Electricity,1.0,0,0,0,3.0,15.26,0,0,,,,Tesla_Model_S_2015,84.8,3,0,9
14295,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,6682.0,12.0,Electricity,3.0,1,0,1,3.0,11.72,0,0,,-1.7799999999999994,"noch 5 Balken, 43km Reichweite, Ökostrom P&amp;C",Tesla_Model_S_2015,104.4,9,4,16
30699,Tesla Motors,Model S,2015,Model S85,278.0,129822.0,45.0,Electricity,3.0,0,1,0,3.0,25.9,0,0,,9.799999999999995,,Tesla_Model_S_2015,237.0,5,6,2
8713,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,98657.0,7.86,Electricity,3.0,1,0,1,3.0,12.06,0,0,,-1.4399999999999995,"Noch 8 Balken, 61km Reichweite, 51,0%, Batterie 14-16°C, 14°C, 4h geladen, Mainova Ökostrom Novanatur, Ladeende 10,9°C, Batterie 15-20°C, 17°C, RRW 136km, 100%",Tesla_Model_S_2015,57.1,11,3,19
28129,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,38784.0,9.7,Electricity,2.0,1,1,1,3.0,19.02,0,1,,6.52,,Tesla_Model_S_2015,51.0,2,1,24
5432,Volkswagen,Golf,2015,e-Golf,85.0,73600.0,2.23,Electricity,3.0,0,0,1,2.0,17.0,0,0,48.0,4.300000000000001,,Tesla_Model_S_2015,18.0,9,5,29
606,Volkswagen,Golf,2018,e-Golf,100.0,,14.0,Electricity,1.0,0,1,0,3.0,16.87,1,0,,3.9700000000000006,,Tesla_Model_S_2015,102.0,10,2,6
27965,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,48390.0,15.6,Electricity,3.0,1,1,1,3.0,13.22,0,0,,0.7200000000000006,,Tesla_Model_S_2015,118.0,7,3,9
5974,Volkswagen,Golf,2015,e-Golf,85.0,35094.0,1.6,Electricity,2.0,0,0,1,2.0,18.0,0,1,55.0,5.300000000000001,,Tesla_Model_S_2015,8.0,12,6,24
3040,Hyundai,IONIQ,2018,Roadrunner,88.0,,13.49,Electricity,1.0,0,0,0,3.0,15.47,0,0,,,,Tesla_Model_S_2015,87.2,2,1,18
6664,Nissan,Leaf,2017,Black Edition,80.0,38089.0,9.84,Electricity,3.0,0,1,0,3.0,19.76,0,1,,4.760000000000002,,Tesla_Model_S_2015,68.0,5,3,14
2556,Tesla Motors,Model S,2017,75D,315.0,9820.0,16.5,Electricity,2.0,1,1,0,2.0,26.9,0,0,,12.099999999999998,,Tesla_Model_S_2015,32.0,3,3,1
3670,Hyundai,IONIQ,2018,Roadrunner,88.0,,1.6,Electricity,1.0,0,0,0,3.0,12.12,0,0,,,,Tesla_Model_S_2015,13.2,1,4,25
19536,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.1,Electricity,1.0,0,0,0,3.0,11.4,0,0,,-3.6,,Tesla_Model_S_2015,1.2,8,5,3
17105,Volkswagen,Golf,2016,e-Golf,85.0,81557.0,6.16,Electricity,2.0,1,0,1,3.0,17.6,0,0,46.0,4.900000000000002,Reichweite 100% = 129km,Tesla_Model_S_2015,35.0,12,5,4
11803,Volkswagen,Golf,2014,e-Golf,85.0,,5.62,Electricity,2.0,1,1,1,3.0,21.6,1,0,45.0,8.900000000000002,,Tesla_Model_S_2015,26.0,12,5,20
3518,Hyundai,IONIQ,2018,Roadrunner,88.0,,17.8,Electricity,1.0,0,0,0,3.0,15.24,0,0,,,,Tesla_Model_S_2015,116.8,4,6,21
11113,Volkswagen,Golf,2014,e-Golf,85.0,,0.95,Electricity,2.0,1,0,0,3.0,15.9,0,1,22.0,3.200000000000001,,Tesla_Model_S_2015,6.0,12,6,20
30716,Tesla Motors,Model S,2015,Model S85,278.0,128561.0,18.0,Electricity,2.0,1,0,1,3.0,27.0,0,0,,10.9,,Tesla_Model_S_2015,70.0,2,5,27
7490,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,165381.0,2.98,Electricity,3.0,1,1,1,3.0,11.49,0,0,,-2.01,"Noch 7 Balken, 45km Reichweite, Mainova Ökostrom Novanatur, 4h geladen, Abbruch nach 0,8kWh und nach 2,18kWh, 80,5%, Ladeende 15,7°C, RRW 80km, Batterie 25-30°C, 27,9°C, 13B",Tesla_Model_S_2015,31.1,8,2,29
14856,Kia,Soul,2016,Kia Soul EV,60.0,,10.6,Electricity,3.0,1,0,1,3.0,17.73,1,0,,3.43,,Tesla_Model_S_2015,136.0,8,1,25
5022,Volkswagen,Golf,2015,e-Golf,85.0,102431.0,2.09,Electricity,3.0,0,1,0,2.0,12.0,0,0,69.0,-0.6999999999999993,,Tesla_Model_S_2015,49.0,7,5,13
15531,Kia,Soul,2016,Kia Soul EV,60.0,,15.5,Electricity,2.0,0,0,1,3.0,22.79,1,0,,8.489999999999998,,Tesla_Model_S_2015,68.0,12,4,28
28894,Volkswagen,Golf,2016,e-Golf,85.0,25237.0,15.36,Electricity,2.0,1,0,1,3.0,16.0,0,1,48.0,3.3000000000000007,Restreichweite 27km = Total 123km,Tesla_Model_S_2015,96.0,2,4,9
23796,Hyundai,IONIQ,2018,electric,88.0,126295.0,12.8,Electricity,3.0,0,1,1,2.0,9.9,0,0,,,,Tesla_Model_S_2015,118.0,4,0,18
28283,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,31307.0,6.7,Electricity,2.0,1,1,1,3.0,15.58,1,1,,3.08,,Tesla_Model_S_2015,43.0,11,3,6
2709,Hyundai,IONIQ,2018,Roadrunner,88.0,,3.05,Electricity,1.0,0,0,0,3.0,13.8,0,0,,,,Tesla_Model_S_2015,22.1,9,3,2
1118,Volkswagen,Golf,2018,e-Golf,100.0,,13.0,Electricity,2.0,0,1,0,3.0,15.76,1,0,,2.8599999999999994,,Tesla_Model_S_2015,87.0,5,3,7
11304,Volkswagen,Golf,2014,e-Golf,85.0,,5.08,Electricity,3.0,0,1,1,2.0,10.6,0,0,37.0,-2.1,,Tesla_Model_S_2015,48.0,9,0,14
23626,Hyundai,IONIQ,2017,Premium,88.0,7847.0,4.85,Electricity,3.0,0,0,0,2.0,15.86,0,0,,,,Tesla_Model_S_2015,30.6,3,4,9
2283,Tesla Motors,Model S,2017,75D,315.0,38739.0,16.3,Electricity,2.0,1,1,0,2.0,27.62,0,0,,12.82,,Tesla_Model_S_2015,255.0,1,1,22
31518,Tesla Motors,Model S,2015,Model S85,278.0,34553.0,5.0,Electricity,3.0,1,0,1,3.0,20.97,0,0,,4.869999999999997,,Tesla_Model_S_2015,52.0,6,1,6
4623,Kia,Soul,2016,Kia Soul EV,60.0,,18.0,Electricity,2.0,1,1,0,3.0,16.05,0,0,,1.75,,Tesla_Model_S_2015,83.0,2,5,25
5396,Volkswagen,Golf,2015,e-Golf,85.0,76340.0,10.17,Electricity,3.0,0,1,0,3.0,13.9,0,1,74.0,1.200000000000001,,Tesla_Model_S_2015,100.0,10,1,16
14934,Kia,Soul,2016,Kia Soul EV,60.0,,4.32,Electricity,3.0,1,0,1,3.0,14.61,1,0,,0.3099999999999987,,Tesla_Model_S_2015,55.0,6,6,7
423,Volkswagen,Golf,2018,e-Golf,100.0,,5.0,Electricity,1.0,0,1,0,3.0,15.9,1,0,,3.0,,Tesla_Model_S_2015,83.0,2,5,26
8888,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,85704.0,9.37,Electricity,3.0,1,1,1,3.0,10.78,0,0,,-2.7200000000000006,"Noch 2 Balken, 17,5% 12km Reichweite, Batterie 26-31°C, 26,9°C, 25m geladen, Solarstrom, Ladeende 24,5°C, RRW 106km, Batterie 22-33°C, 29,3°C, 81%, Autobahn 80km/h",Tesla_Model_S_2015,119.8,5,0,18
4839,Kia,Soul,2016,Kia Soul EV,60.0,,9.55,Electricity,3.0,1,0,0,3.0,16.16,0,0,,1.86,,Tesla_Model_S_2015,60.0,9,4,23
8404,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,118787.0,10.7,Electricity,3.0,1,0,1,3.0,10.72,0,0,,-2.78,"Noch 3 Balken, 26km Reichweite, 5h geladen, Mainova Ökostrom Novanatur, Ladeende 13,2°C, Batterie 21-26°C, 23,0°C, RRW 129km, 99,5%",Tesla_Model_S_2015,99.8,9,2,28
6655,Nissan,Leaf,2017,Black Edition,80.0,39255.0,18.46,Electricity,3.0,0,1,0,3.0,20.05,0,1,,5.050000000000001,,Tesla_Model_S_2015,132.0,5,3,21
11267,Volkswagen,Golf,2014,e-Golf,85.0,,1.52,Electricity,3.0,1,1,1,3.0,7.6,0,0,48.0,-5.1,,Tesla_Model_S_2015,20.0,10,0,5
8773,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,94374.0,10.34,Electricity,3.0,1,1,1,3.0,11.2,0,0,,-2.3000000000000007,"Noch 5 Balken, 44km Reichweite, Mainova Ökostrom Novanatur, 4,5h geladen, Ladeende 11,7°C, RRW 144km",Tesla_Model_S_2015,92.3,9,0,14
25839,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,158369.0,6.8,Electricity,3.0,1,1,1,3.0,15.45,0,1,,2.95,,Tesla_Model_S_2015,44.0,3,1,31
17474,Volkswagen,Golf,2016,e-Golf,85.0,56533.0,9.37,Electricity,2.0,1,0,1,3.0,21.3,0,0,43.0,8.600000000000001,Restreichweite 64km = Total 108km,Tesla_Model_S_2015,44.0,12,2,4
14859,Kia,Soul,2016,Kia Soul EV,60.0,,7.9,Electricity,3.0,1,0,1,3.0,14.26,1,0,,-0.0400000000000009,,Tesla_Model_S_2015,73.0,8,1,18
9088,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,71147.0,1.78,Electricity,3.0,1,0,1,3.0,12.28,0,0,,-1.2200000000000006,"Noch 15 Balken, 132km Reichweite, 1,25h geladen, Mainova Ökostrom Novanatur, Ladeende 19,0°C, RRW 147km",Tesla_Model_S_2015,14.5,9,5,13
6493,Nissan,Leaf,2017,Black Edition,80.0,57722.0,11.39,Electricity,2.0,1,0,1,2.0,15.18,0,1,,0.1799999999999997,,Tesla_Model_S_2015,60.0,2,1,23
29775,Mercedes-Benz,B-Klasse,2015,B250e,132.0,72593.0,7.12,Electricity,1.0,1,0,1,3.0,18.38,0,0,,1.7799999999999976,,Tesla_Model_S_2015,67.0,11,1,12
24866,Hyundai,IONIQ,2018,electric,88.0,42725.0,4.65,Electricity,2.0,0,0,1,2.0,15.5,1,1,,,,Tesla_Model_S_2015,94.0,12,5,7
6539,Nissan,Leaf,2017,Black Edition,80.0,55078.0,15.88,Electricity,2.0,0,0,1,2.0,19.47,0,1,,4.469999999999999,,Tesla_Model_S_2015,66.0,12,6,6
3704,Hyundai,IONIQ,2018,Roadrunner,88.0,,12.1,Electricity,1.0,0,0,0,3.0,17.98,0,0,,,,Tesla_Model_S_2015,67.3,1,0,7
3939,Hyundai,IONIQ,2018,Roadrunner,88.0,,2.4,Electricity,1.0,0,0,0,3.0,10.43,0,0,,,,Tesla_Model_S_2015,23.0,9,5,8
10643,Volkswagen,Golf,2014,e-Golf,85.0,,1.64,Electricity,3.0,1,1,1,1.0,8.2,0,0,49.0,-4.5,,Tesla_Model_S_2015,20.0,8,0,22
5360,Volkswagen,Golf,2015,e-Golf,85.0,78632.0,6.81,Electricity,2.0,0,0,1,2.0,12.8,0,0,42.0,0.1000000000000014,,Tesla_Model_S_2015,22.0,11,4,9
11212,Volkswagen,Golf,2014,e-Golf,85.0,,3.48,Electricity,2.0,1,1,1,2.0,17.4,0,1,41.0,4.699999999999999,,Tesla_Model_S_2015,20.0,10,3,29
24745,Hyundai,IONIQ,2018,electric,88.0,51275.0,14.03,Electricity,2.0,0,1,1,2.0,14.9,1,1,,,,Tesla_Model_S_2015,51.0,2,6,23
7265,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,175114.0,2.4,Electricity,2.0,1,1,1,3.0,16.35,0,0,,2.8500000000000014,"Noch 10 Balken, 46km Reichweite, Mainova Ökostrom Novanatur, 0,75h geladen, Ladeende 4,4°C, RRW 64km, 14B",Tesla_Model_S_2015,25.8,1,3,3
982,Volkswagen,Golf,2018,e-Golf,100.0,,5.0,Electricity,2.0,0,1,0,3.0,15.3,1,0,,2.4000000000000004,,Tesla_Model_S_2015,3.0,9,2,16
19041,Nissan,Leaf,2013,Leaf ZE0,80.0,,4.1,Electricity,1.0,0,0,0,3.0,13.3,0,0,,-1.6999999999999993,"0,5",Tesla_Model_S_2015,30.9,1,0,27
10579,Volkswagen,Golf,2014,e-Golf,85.0,34073.0,5.95,Electricity,3.0,1,0,1,3.0,7.0,0,0,38.0,-5.699999999999999,Zwischenlandung an CCS in der Schweitz bei BMW irgend eine NFC und es geht bergab...,Tesla_Model_S_2015,85.0,10,5,8
1123,Volkswagen,Golf,2018,e-Golf,100.0,,23.3,Electricity,2.0,0,1,0,3.0,17.71,1,0,,4.8100000000000005,,Tesla_Model_S_2015,89.0,5,0,4
31424,Tesla Motors,Model S,2015,Model S85,278.0,44675.0,18.0,Electricity,2.0,1,0,1,3.0,27.02,0,0,,10.919999999999998,,Tesla_Model_S_2015,78.0,12,5,2
3640,Hyundai,IONIQ,2018,Roadrunner,88.0,,1.1,Electricity,1.0,0,0,0,3.0,23.91,0,0,,,,Tesla_Model_S_2015,4.6,2,3,7
31729,Tesla Motors,Model S,2015,Model S85,278.0,7874.0,67.0,Electricity,3.0,1,1,1,3.0,21.89,0,0,,5.789999999999999,,Tesla_Model_S_2015,298.0,6,6,12
30401,Mercedes-Benz,B-Klasse,2015,B250e,132.0,21859.0,4.51,Electricity,2.0,1,0,0,2.0,16.99,0,0,,0.389999999999997,,Tesla_Model_S_2015,65.0,8,1,8
19445,Nissan,Leaf,2013,Leaf ZE0,80.0,,4.9,Electricity,1.0,0,0,0,3.0,14.9,0,0,,-0.0999999999999996,"0,9",Tesla_Model_S_2015,32.7,9,4,20
19924,Nissan,Leaf,2013,Leaf ZE0,80.0,,5.0,Electricity,3.0,0,0,0,2.0,15.4,0,0,,0.4000000000000003,"1,1",Tesla_Model_S_2015,32.4,2,3,21
23748,Hyundai,IONIQ,2017,Premium,88.0,4846.0,6.85,Electricity,3.0,1,0,0,2.0,17.74,0,0,,,,Tesla_Model_S_2015,38.6,1,6,7
7162,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,179320.0,5.8,Electricity,2.0,1,0,1,3.0,12.98,0,0,,-0.5199999999999996,"Noch 8B, 42km RRW, Solarstrom P&amp;C, 4h geladen, Ladeende 7,2°C, RRW 88km, Batterie 18-23°C, 20,2°C, 100%, 4.1. 17. 21. 23. 24. 26. 28.-30.1. 2.2. 5. 8. 9. 11. 12. 19. 24. 26. 27.2. 5.3. 9.3. 13.3. 14.3. 19.3. 22.3",Tesla_Model_S_2015,21.5,3,4,22
6124,Volkswagen,Golf,2015,e-Golf,85.0,25738.0,15.57,Electricity,3.0,0,1,0,2.0,13.7,0,1,65.0,1.0,,Tesla_Model_S_2015,80.0,10,1,10
28866,Volkswagen,Golf,2016,e-Golf,85.0,26649.0,13.26,Electricity,2.0,1,0,1,3.0,22.1,0,0,40.0,9.400000000000002,4.5°C.,Tesla_Model_S_2015,60.0,3,6,4
2351,Tesla Motors,Model S,2017,75D,315.0,31695.0,30.3,Electricity,3.0,1,1,0,2.0,24.84,0,0,,10.04,Zuhause,Tesla_Model_S_2015,122.0,10,4,12
1492,Tesla Motors,Model S,2017,75D,315.0,118882.0,19.9,Electricity,2.0,1,1,0,2.0,28.44,0,0,,13.64,,Tesla_Model_S_2015,119.0,3,1,1
19040,Nissan,Leaf,2013,Leaf ZE0,80.0,,3.8,Electricity,1.0,0,0,0,3.0,12.2,0,0,,-2.8000000000000007,"0,5",Tesla_Model_S_2015,31.3,1,0,27
3644,Hyundai,IONIQ,2018,Roadrunner,88.0,,6.7,Electricity,1.0,0,0,0,3.0,15.37,0,0,,,,Tesla_Model_S_2015,43.6,2,2,6
2952,Hyundai,IONIQ,2018,Roadrunner,88.0,,0.68,Electricity,1.0,0,0,0,3.0,6.48,0,0,,,,Tesla_Model_S_2015,10.5,8,5,8
8180,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,131209.0,6.54,Electricity,3.0,0,0,1,3.0,11.39,0,0,,-2.1099999999999994,"Noch 5 Balken, 27km Reichweite, Batterie 23-29°C, 26,3°C, 39,0%, xxx, 2h20m geladen, Ladeende 15,8°C, RRW 75km, Batterie 22-29°C, 26,2°C, 92,0%, 15B",Tesla_Model_S_2015,47.6,4,4,28
4209,Kia,Soul,2016,Kia Soul EV,60.0,,3.02,Electricity,2.0,1,0,1,3.0,18.54,1,0,,4.239999999999998,,Tesla_Model_S_2015,42.0,3,4,30
5034,Volkswagen,Golf,2015,e-Golf,85.0,101266.0,10.08,Electricity,3.0,0,1,1,1.0,16.2,0,1,77.0,3.5,,Tesla_Model_S_2015,27.0,7,6,7
11137,Volkswagen,Golf,2014,e-Golf,85.0,,2.0,Electricity,2.0,1,1,1,1.0,10.0,0,1,39.0,-2.7,,Tesla_Model_S_2015,20.0,12,3,10
27970,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,48039.0,18.0,Electricity,3.0,1,1,1,3.0,13.43,1,0,,0.9299999999999996,,Tesla_Model_S_2015,134.0,7,4,3
5869,Volkswagen,Golf,2015,e-Golf,85.0,42331.0,16.92,Electricity,2.0,0,1,0,2.0,16.5,0,1,87.0,3.8000000000000007,,Tesla_Model_S_2015,87.0,2,2,14
24469,Hyundai,IONIQ,2018,electric,88.0,73625.0,4.09,Electricity,3.0,0,1,1,2.0,17.1,1,1,,,,Tesla_Model_S_2015,114.0,10,0,5
6021,Volkswagen,Golf,2015,e-Golf,85.0,32264.0,4.2,Electricity,2.0,0,1,0,2.0,14.3,0,1,72.0,1.6000000000000014,,Tesla_Model_S_2015,80.0,12,1,5
1265,Volkswagen,Golf,2018,e-Golf,100.0,,6.1,Electricity,2.0,0,1,0,3.0,18.09,1,0,,5.19,,Tesla_Model_S_2015,90.0,12,3,5
10523,Volkswagen,Golf,2014,e-Golf,85.0,,1.6,Electricity,2.0,1,1,1,3.0,7.7,0,0,40.0,-4.999999999999999,,Tesla_Model_S_2015,21.0,11,2,16
13735,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,53251.0,7.0,Electricity,2.0,1,0,1,3.0,14.06,0,0,,0.5600000000000005,"Noch 10 Balken, 72km Reichweite, Mainova Ökostrom Novanatur, 3,75h geladen, Ladeende 5,1°C",Tesla_Model_S_2015,49.8,11,4,22
2111,Tesla Motors,Model S,2017,75D,315.0,56133.0,55.1,Electricity,3.0,1,1,0,2.0,21.19,0,0,,6.390000000000001,,Tesla_Model_S_2015,260.0,7,1,30
4739,Kia,Soul,2016,Kia Soul EV,60.0,,1.61,Electricity,2.0,1,0,0,3.0,23.31,0,0,,9.009999999999998,,Tesla_Model_S_2015,24.0,12,1,6
6418,Nissan,Leaf,2017,Black Edition,80.0,69669.0,11.56,Electricity,2.0,1,0,1,2.0,17.58,0,1,,2.5799999999999983,,Tesla_Model_S_2015,27.0,12,4,24
14025,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,29807.0,10.35,Electricity,3.0,1,0,1,3.0,11.62,0,0,,-1.8800000000000008,"noch 6 Balken, 62 km Reichweite, LEW Ökostrom, 16,5h geladen, Ladeende 12,2°C, Reichweite 158 km",Tesla_Model_S_2015,89.1,9,6,16
27317,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,83041.0,7.0,Electricity,2.0,1,1,1,3.0,16.67,0,1,,4.170000000000002,,Tesla_Model_S_2015,42.0,11,4,25
24379,Hyundai,IONIQ,2018,electric,88.0,80789.0,20.79,Electricity,2.0,0,1,1,2.0,14.3,1,1,,,,Tesla_Model_S_2015,91.0,12,1,15
6182,Volkswagen,Golf,2015,e-Golf,85.0,21968.0,11.54,Electricity,3.0,0,1,0,2.0,11.6,0,0,56.0,-1.0999999999999996,,Tesla_Model_S_2015,35.0,9,1,12
15502,Kia,Soul,2016,Kia Soul EV,60.0,,4.0,Electricity,2.0,0,1,1,3.0,22.1,1,0,,7.800000000000001,,Tesla_Model_S_2015,32.0,1,1,22
24503,Hyundai,IONIQ,2018,electric,88.0,69965.0,14.98,Electricity,3.0,0,1,1,2.0,12.5,1,0,,,,Tesla_Model_S_2015,117.0,9,2,2
945,Volkswagen,Golf,2018,e-Golf,100.0,,13.0,Electricity,2.0,0,1,0,3.0,17.77,1,0,,4.869999999999999,,Tesla_Model_S_2015,89.0,10,1,13
3475,Hyundai,IONIQ,2018,Roadrunner,88.0,,2.82,Electricity,1.0,0,0,0,3.0,14.76,0,0,,,,Tesla_Model_S_2015,19.1,5,6,26
9054,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,73249.0,2.43,Electricity,3.0,1,0,1,3.0,10.43,0,0,,-3.0700000000000003,"Noch 4 Balken, 30km Reichweite, 1,1h geladen, EON, Ladeende 20,3°C, RRW 52km, 6B",Tesla_Model_S_2015,62.6,10,6,12
25389,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,178425.0,5.9,Electricity,3.0,1,1,1,3.0,14.05,0,0,,1.5500000000000007,,Tesla_Model_S_2015,42.0,4,4,23
1513,Tesla Motors,Model S,2017,75D,315.0,116539.0,34.1,Electricity,2.0,1,1,0,2.0,32.48,0,0,,17.679999999999996,,Tesla_Model_S_2015,105.0,1,0,24
10865,Volkswagen,Golf,2014,e-Golf,85.0,25028.0,0.13,Electricity,3.0,1,0,0,3.0,13.2,0,0,18.0,0.5,,Tesla_Model_S_2015,1.0,4,4,29
14966,Kia,Soul,2016,Kia Soul EV,60.0,,3.0,Electricity,3.0,1,0,1,3.0,16.64,1,0,,2.34,,Tesla_Model_S_2015,56.0,5,1,12
8920,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,82692.0,2.33,Electricity,3.0,0,1,1,2.0,12.3,0,0,,-1.1999999999999993,"Noch 10 Balken, 76km Reichweite, 0,75h geladen, Rheinhessen Ökostrom, Batterie 64,5% 12-15°C; 13,8°C, Ladeende 9,4°C (Parkhaus), RRW 96km, Batterie 13-18°C, 15,2°C, 79,0%, 12B, Autobahn 75km/h",Tesla_Model_S_2015,44.4,4,6,5
27890,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,52600.0,5.6,Electricity,3.0,1,1,1,1.0,13.33,0,0,,0.8300000000000001,,Tesla_Model_S_2015,42.0,9,0,14
29826,Mercedes-Benz,B-Klasse,2015,B250e,132.0,69013.0,2.0,Electricity,3.0,1,1,1,3.0,13.3,0,0,,-3.3000000000000007,,Tesla_Model_S_2015,87.0,8,2,28
3241,Hyundai,IONIQ,2018,Roadrunner,88.0,,12.42,Electricity,1.0,0,0,0,3.0,14.31,0,0,,,,Tesla_Model_S_2015,86.8,9,2,18
10249,Volkswagen,Golf,2014,e-Golf,85.0,46079.0,3.8,Electricity,2.0,1,0,1,2.0,17.4,0,0,44.0,4.699999999999999,,Tesla_Model_S_2015,22.0,4,2,26
13554,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,67050.0,15.73,Electricity,3.0,1,1,1,3.0,10.25,0,0,,-3.25,"Noch 0 Balken, 0km Reichweite, 5,75h geladen, Mainova Ökostrom Novanatur, Ladeende 20,4°C, RRW 155km, Autobahn",Tesla_Model_S_2015,153.4,7,5,5
9380,Volkswagen,Golf,2014,e-Golf,85.0,,2.3,Electricity,2.0,1,0,1,2.0,9.9,0,0,32.0,-2.799999999999999,,Tesla_Model_S_2015,23.0,12,2,19
6263,Nissan,Leaf,2017,Black Edition,80.0,80459.0,24.95,Electricity,3.0,1,0,1,2.0,12.9,0,0,,-2.1,,Tesla_Model_S_2015,19.0,8,1,30
25788,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,160769.0,5.5,Electricity,3.0,1,1,1,3.0,12.79,0,0,,0.2899999999999991,,Tesla_Model_S_2015,43.0,5,4,29
19910,Nissan,Leaf,2013,Leaf ZE0,80.0,,4.9,Electricity,3.0,0,0,0,2.0,15.9,0,0,,0.9000000000000004,"0,7",Tesla_Model_S_2015,30.8,2,2,27
1760,Tesla Motors,Model S,2017,75D,315.0,90188.0,13.4,Electricity,2.0,1,1,0,2.0,58.46,0,0,,43.66,,Tesla_Model_S_2015,5.0,1,3,21
24558,Hyundai,IONIQ,2018,electric,88.0,65171.0,14.84,Electricity,3.0,0,1,1,2.0,10.6,1,0,,,,Tesla_Model_S_2015,73.0,7,2,15
31297,Tesla Motors,Model S,2015,Model S85,278.0,61617.0,3.0,Electricity,3.0,0,1,0,3.0,20.54,0,0,,4.439999999999998,,Tesla_Model_S_2015,279.0,6,3,21
4464,Kia,Soul,2016,Kia Soul EV,60.0,,11.0,Electricity,3.0,1,0,0,3.0,16.77,0,0,,2.469999999999999,,Tesla_Model_S_2015,86.0,8,2,23
630,Volkswagen,Golf,2018,e-Golf,100.0,,8.5,Electricity,1.0,0,1,0,3.0,16.87,1,0,,3.9700000000000006,,Tesla_Model_S_2015,152.0,9,2,22
28140,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,38159.0,7.0,Electricity,2.0,1,1,1,3.0,16.67,0,1,,4.170000000000002,,Tesla_Model_S_2015,42.0,2,1,17
30636,Tesla Motors,Model S,2015,Model S85,278.0,135124.0,19.19,Electricity,3.0,0,0,1,3.0,25.19,0,0,,9.09,,Tesla_Model_S_2015,100.0,8,1,24
9381,Volkswagen,Golf,2014,e-Golf,85.0,,3.6,Electricity,2.0,1,1,1,2.0,18.2,0,0,42.0,5.5,,Tesla_Model_S_2015,20.0,12,2,19
8987,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,77889.0,14.52,Electricity,2.0,1,1,1,3.0,16.15,0,1,,2.6499999999999986,"Noch 1 Balken, 6km Reichweite (13,5%), 18km Autobahn 75 km/h -200Hm, 7,5h geladen, Mainova Ökostrom Novanatur, Ladeende -4,1°C, RRW 144km, 20km Heizung auf Stufe 1",Tesla_Model_S_2015,89.9,12,0,29
17314,Volkswagen,Golf,2016,e-Golf,85.0,68377.0,7.31,Electricity,2.0,1,0,1,3.0,20.9,0,0,44.0,8.2,Restreichweite 70km = Total 105km,Tesla_Model_S_2015,35.0,12,2,9
