,power(kW),quantity(kWh),odometer,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,trip_distance(km),month,weekday,day
30492,278.0,30.0,148490.0,3.0,0,1,0,1.0,21.56,0,0,5.459999999999997,187.0,7,6,10
29279,132.0,7.0,103777.0,1.0,1,0,1,1.0,18.52,0,1,1.9199999999999984,62.0,2,0,7
26939,35.0,5.2,102046.0,3.0,1,1,1,1.0,12.68,0,0,0.1799999999999997,41.0,9,4,22
17613,49.0,12.81,67665.0,3.0,1,0,1,1.0,11.7,0,0,-0.8000000000000007,49.4,7,5,16
22867,88.0,16.44,43874.0,3.0,1,1,1,2.0,13.44,0,0,2.306997751726371,122.3,1,3,30
27100,35.0,6.1,93683.0,3.0,1,1,1,1.0,14.88,1,1,2.380000000000001,41.0,5,1,9
13753,49.0,10.88,51827.0,3.0,1,1,1,1.0,11.88,0,0,-1.6199999999999992,91.6,10,5,26
5685,85.0,11.53,54877.0,3.0,0,1,0,1.0,14.8,0,0,2.1000000000000014,86.0,5,3,17
31192,278.0,40.0,75710.0,2.0,1,1,0,1.0,24.89,0,0,8.79,228.0,11,4,23
6113,85.0,13.2,26432.0,3.0,0,1,0,1.0,13.3,0,0,0.6000000000000014,104.0,10,0,16
5172,85.0,9.65,89662.0,2.0,0,1,1,1.0,13.2,0,0,0.5,26.0,4,5,20
23662,88.0,1.9,7005.0,3.0,0,0,0,2.0,14.76,0,0,2.306997751726371,12.9,2,4,16
8152,49.0,5.82,132892.0,3.0,1,0,1,1.0,11.32,0,0,-2.18,51.4,5,1,16
23535,88.0,11.9,9972.0,3.0,1,1,0,2.0,12.97,0,0,2.306997751726371,91.7,4,2,25
17995,49.0,5.44,43349.0,3.0,1,0,1,1.0,11.85,0,0,-0.6500000000000004,45.9,7,3,15
13898,49.0,9.19,40249.0,2.0,1,0,1,1.0,13.84,0,0,0.3399999999999998,61.4,4,4,12
25548,35.0,6.0,171809.0,2.0,1,1,1,1.0,14.29,0,1,1.7899999999999991,42.0,12,1,22
26652,35.0,5.2,117703.0,3.0,0,0,1,1.0,13.0,0,0,0.5,40.0,6,0,25
8365,49.0,8.57,121200.0,3.0,1,0,1,3.0,17.0,0,1,3.5,50.4,11,2,2
23206,88.0,5.71,22505.0,3.0,1,0,0,2.0,11.83,0,0,2.306997751726371,48.3,12,2,19
8358,49.0,6.93,121550.0,2.0,1,0,1,1.0,13.78,0,0,0.2799999999999993,50.3,11,3,10
